"","X","id","itemname","itemtype","datecreated","datedumped","mealtype","actiontaken","actionreason","quantity","quantitytype","locationid"
"19440",20750,22030,"Trim Waste","Menu","2017-09-07 17:21:45","2017-09-07","Lunch","Composted","Trim Waste",6.2,"Pound",18
"19441",20751,22031,"Catering","Menu","2017-09-07 17:43:38","2017-09-07","Lunch","Composted","Trim Waste",9.2,"Pound",18
"19442",20752,22032,"Salad","Menu","2017-09-07 18:37:17","2017-09-07","Lunch","Composted","Trim Waste",20,"Pound",18
"19480",20791,22075,"Trim Waste","Menu","2017-09-11 17:32:43","2017-09-11","Breakfast","Composted","Trim Waste",3,"Pound",18
"19481",20792,22076,"Trim Waste","Menu","2017-09-11 17:32:46","2017-09-11","Breakfast","Composted","Trim Waste",3,"Pound",18
"19482",20793,22077,"Post Consumer","Menu","2017-09-11 17:53:48","2017-09-11","Breakfast","Composted","Over Production",32,"Pound",18
"19483",20794,22078,"Post Consumer","Menu","2017-09-11 17:53:52","2017-09-11","Breakfast","Composted","Over Production",32,"Pound",18
"19484",20795,22079,"Post Consumer","Menu","2017-09-11 17:54:11","2017-09-11","Breakfast","Composted","Over Production",15,"Pound",18
"19485",20796,22080,"Post Consumer","Menu","2017-09-11 17:54:27","2017-09-11","Breakfast","Composted","Over Production",15,"Pound",18
"19486",20797,22081,"Post Consumer","Menu","2017-09-11 17:54:46","2017-09-11","Breakfast","Composted","Over Production",32,"Pound",18
"19487",20798,22082,"Post Consumer","Menu","2017-09-11 17:54:52","2017-09-11","Breakfast","Composted","Over Production",32,"Pound",18
"19542",20853,22138,"Post Consumer","Menu","2017-09-13 17:12:06","2017-09-13","Breakfast","Composted","Over Production",32,"Pound",18
"19543",20854,22139,"Catering","Menu","2017-09-13 17:28:30","2017-09-13","Breakfast","Composted","Trim Waste",18.2,"Pound",18
"19544",20855,22140,"Trim Waste","Menu","2017-09-13 17:45:37","2017-09-13","Breakfast","Composted","Trim Waste",3,"Pound",18
"19545",20856,22141,"Salad","Menu","2017-09-13 19:42:34","2017-09-13","Breakfast","Donation","Trim Waste",38,"Pound",18
"19569",20880,22165,"Post Consumer","Menu","2017-09-13 23:36:48","2017-09-13","Breakfast","Composted","Trim Waste",30,"Pound",18
"19581",20892,22178,"Trim Waste","Menu","2017-09-14 13:20:22","2017-09-14","Breakfast","Composted","Trim Waste",14,"Pound",18
"19591",20902,22188,"Trim Waste","Menu","2017-09-14 17:06:26","2017-09-14","Breakfast","Composted","Trim Waste",18,"Pound",18
"19592",20903,22189,"Trim Waste","Menu","2017-09-14 17:06:32","2017-09-14","Breakfast","Composted","Trim Waste",18,"Pound",18
"19593",20904,22190,"Catering","Menu","2017-09-14 17:41:35","2017-09-14","Breakfast","Composted","Trim Waste",15.5,"Pound",18
"19594",20905,22191,"Trim Waste","Menu","2017-09-14 18:27:16","2017-09-14","Breakfast","Composted","Trim Waste",29,"Pound",18
"19595",20906,22192,"Trim Waste","Menu","2017-09-14 18:27:20","2017-09-14","Breakfast","Composted","Trim Waste",29,"Pound",18
"19604",20915,22201,"Salad","Menu","2017-09-15 17:19:55","2017-09-14","Lunch","Composted","Quality",5,"Pound",18
"19605",20916,22202,"Grill","Menu","2017-09-15 17:21:10","2017-09-14","Lunch","Composted","Quality",1,"Pound",18
"19606",20917,22203,"Grill","Menu","2017-09-15 17:21:10","2017-09-14","Lunch","Composted","Quality",1,"Pound",18
"19607",20918,22204,"Trim Waste","Menu","2017-09-15 17:38:15","2017-09-14","Lunch","Donation","Quality",28,"Pound",18
"19608",20919,22205,"Trim Waste","Menu","2017-09-15 17:38:17","2017-09-14","Lunch","Donation","Quality",28,"Pound",18
"19609",20920,22206,"Trim Waste","Menu","2017-09-15 17:38:19","2017-09-14","Lunch","Donation","Quality",28,"Pound",18
"19610",20921,22207,"Trim Waste","Menu","2017-09-15 17:38:20","2017-09-14","Lunch","Donation","Quality",28,"Pound",18
"19611",20922,22208,"Catering","Menu","2017-09-15 17:43:24","2017-09-14","Lunch","Composted","Trim Waste",9.2,"Pound",18
"19612",20923,22209,"Catering","Menu","2017-09-15 18:51:36","2017-09-14","Lunch","Composted","Trim Waste",16,"Pound",18
"19613",20924,22210,"Catering","Menu","2017-09-15 19:41:50","2017-09-14","Lunch","Composted","Customer Waste",4,"Pound",18
"19614",20925,22211,"Catering","Menu","2017-09-15 19:41:55","2017-09-14","Lunch","Composted","Customer Waste",4,"Pound",18
"19615",20926,22212,"Catering","Menu","2017-09-15 19:41:56","2017-09-14","Lunch","Composted","Customer Waste",4,"Pound",18
"19616",20927,22213,"Catering","Menu","2017-09-15 19:41:56","2017-09-14","Lunch","Composted","Customer Waste",4,"Pound",18
"21376",22687,24031,"Hot Line","Menu","2017-11-13 00:29:45","2017-11-12","Dinner","Composted","Trim Waste",17,"Pound",18
"21377",22688,24032,"Grill","Menu","2017-11-13 00:31:05","2017-11-12","Dinner","Composted","Customer Waste",21.4,"Pound",18
"21391",22702,24046,"Salad","Menu","2017-11-13 15:50:25","2017-11-12","Dinner","Composted","Trim Waste",15,"Pound",18
"21392",22703,24047,"Salad","Menu","2017-11-13 15:50:26","2017-11-12","Dinner","Composted","Trim Waste",15,"Pound",18
"21393",22704,24048,"Grill","Menu","2017-11-13 18:57:14","2017-11-12","Lunch","Composted","Customer Waste",2,"Pound",18
"21409",22720,24064,"Hot Line","Menu","2017-11-14 00:16:25","2017-11-13","Dinner","Composted","Trim Waste",0,"Pound",18
"21410",22721,24065,"Hot Line","Menu","2017-11-14 00:16:38","2017-11-13","Dinner","Composted","Trim Waste",17.6,"Pound",18
"21427",22738,24083,"Salad","Menu","2017-11-14 15:53:14","2017-11-14","Breakfast","Composted","Quality",13,"Pound",18
"21432",22743,24088,"Grill","Menu","2017-11-14 15:58:56","2017-11-14","Breakfast","Composted","Quality",8.4,"Pound",18
"21433",22744,24089,"Grill","Menu","2017-11-14 15:58:57","2017-11-14","Breakfast","Composted","Quality",8.4,"Pound",18
"21434",22745,24090,"Grill","Menu","2017-11-14 15:58:58","2017-11-14","Breakfast","Composted","Quality",8.4,"Pound",18
"21435",22746,24091,"Grill","Menu","2017-11-14 15:59:06","2017-11-14","Breakfast","Composted","Quality",8.4,"Pound",18
"21467",22778,24123,"Hot Line","Menu","2017-11-15 00:50:17","2017-11-14","Dinner","Composted","Trim Waste",55,"Pound",18
"21479",22790,24135,"Post Consumer","Menu","2017-11-15 15:55:49","2017-11-14","Dinner","Composted","Trim Waste",33,"Pound",18
"21480",22791,24136,"Post Consumer","Menu","2017-11-15 15:56:17","2017-11-14","Dinner","Composted","Trim Waste",33,"Pound",18
"21485",22796,24141,"Hot Line","Menu","2017-11-15 19:22:15","2017-11-15","Lunch","Composted","Customer Waste",32.2,"Pound",18
"21512",22823,24168,"Hot Line","Menu","2017-11-16 00:39:44","2017-11-15","Dinner","Composted","Over Production",9,"Pound",18
"21513",22824,24169,"Post Consumer","Menu","2017-11-16 00:41:22","2017-11-15","Dinner","Composted","Customer Waste",50,"Pound",18
"21554",22865,24210,"Post Consumer","Menu","2017-11-17 15:08:37","2017-11-15","Dinner","Composted","Customer Waste",18,"Pound",18
"21555",22866,24211,"Post Consumer","Menu","2017-11-17 15:09:26","2017-11-15","Dinner","Composted","Customer Waste",15,"Pound",18
"21557",22868,24213,"Grill","Menu","2017-11-17 17:41:08","2017-11-17","Breakfast","Discarded","Quality",5.2,"Pound",18
"21558",22869,24214,"Grill","Menu","2017-11-17 19:13:00","2017-11-17","Lunch","Composted","Customer Waste",19.6,"Pound",18
"21564",22875,24220,"Hot Line","Menu","2017-11-19 01:12:11","2017-11-17","Dinner","Composted","Trim Waste",16,"Pound",18
"21569",22880,24225,"Grill","Menu","2017-11-20 17:41:12","2017-11-17","Breakfast","Composted","Trim Waste",8,"Pound",18
"21570",22881,24226,"Hot Line","Menu","2017-11-20 19:02:43","2017-11-20","Dinner","Composted","Trim Waste",3.6,"Pound",18
"21571",22882,24227,"Hot Line","Menu","2017-11-20 19:03:32","2017-11-20","Dinner","Composted","Trim Waste",3.8,"Pound",18
"21572",22883,24228,"Post Consumer","Menu","2017-11-20 19:04:45","2017-11-20","Dinner","Composted","Customer Waste",45,"Pound",18
"21579",22890,24235,"Hot Line","Menu","2017-11-21 00:29:37","2017-11-20","Dinner","Composted","Over Production",11.2,"Pound",18
"21580",22891,24236,"Hot Line","Menu","2017-11-21 00:29:33","2017-11-20","Dinner","Composted","Over Production",11.2,"Pound",18
"21581",22892,24237,"Hot Line","Menu","2017-11-21 00:29:57","2017-11-20","Dinner","Composted","Trim Waste",13,"Pound",18
"21629",22940,24286,"Trim Waste","Menu","2017-11-26 22:10:30","2017-11-20","Dinner","Composted","Trim Waste",25,"Pound",18
"21630",22941,24287,"Trim Waste","Menu","2017-11-26 22:10:32","2017-11-20","Dinner","Composted","Trim Waste",25,"Pound",18
"21651",22962,24308,"Hot Line","Menu","2017-11-27 00:46:06","2017-11-20","Dinner","Composted","Trim Waste",18,"Pound",18
"21666",22977,24323,"Post Consumer","Menu","2017-11-27 15:41:06","2017-11-20","Dinner","Discarded","Trim Waste",25,"Pound",18
"21667",22978,24324,"Post Consumer","Menu","2017-11-27 15:41:08","2017-11-20","Dinner","Discarded","Trim Waste",25,"Pound",18
"21668",22979,24325,"Hot Line","Menu","2017-11-27 15:46:36","2017-11-20","Dinner","Discarded","Trim Waste",10,"Pound",18
"21669",22980,24326,"Hot Line","Menu","2017-11-27 15:46:40","2017-11-20","Dinner","Discarded","Trim Waste",10,"Pound",18
"21670",22981,24327,"Salad","Menu","2017-11-27 16:07:52","2017-11-20","Dinner","Composted","Trim Waste",7.9,"Pound",18
"21671",22982,24328,"Salad","Menu","2017-11-27 16:07:57","2017-11-20","Dinner","Composted","Trim Waste",7.9,"Pound",18
"21677",22988,24334,"Post Consumer","Menu","2017-11-27 18:19:42","2017-11-20","Dinner","Composted","Trim Waste",25,"Pound",18
"21678",22989,24335,"Post Consumer","Menu","2017-11-27 18:19:46","2017-11-20","Dinner","Composted","Trim Waste",25,"Pound",18
"21679",22990,24336,"Post Consumer","Menu","2017-11-27 18:20:43","2017-11-20","Dinner","Discarded","Trim Waste",21,"Pound",18
"21680",22991,24337,"Post Consumer","Menu","2017-11-27 18:20:44","2017-11-20","Dinner","Discarded","Trim Waste",21,"Pound",18
"21686",22997,24343,"Trim Waste","Menu","2017-11-27 21:26:25","2017-11-20","Dinner","Discarded","Trim Waste",20,"Pound",18
"21700",23011,24357,"Hot Line","Menu","2017-11-28 00:36:43","2017-11-20","Dinner","Composted","Trim Waste",13,"Pound",18
"21724",23035,24381,"Post Consumer","Menu","2017-11-28 15:15:50","2017-11-20","Dinner","Composted","Trim Waste",2,"Pound",18
"21725",23036,24382,"Post Consumer","Menu","2017-11-28 15:15:56","2017-11-20","Dinner","Composted","Trim Waste",2,"Pound",18
"21726",23037,24383,"Post Consumer","Menu","2017-11-28 15:47:44","2017-11-28","Breakfast","Discarded","Over Production",26,"Pound",18
"21727",23038,24384,"Post Consumer","Menu","2017-11-28 18:13:50","2017-11-28","Breakfast","Discarded","Over Production",21,"Pound",18
"21728",23039,24385,"Post Consumer","Menu","2017-11-28 18:13:59","2017-11-28","Breakfast","Discarded","Over Production",21,"Pound",18
"21729",23040,24386,"Post Consumer","Menu","2017-11-28 18:13:57","2017-11-28","Breakfast","Discarded","Over Production",21,"Pound",18
"21730",23041,24387,"Post Consumer","Menu","2017-11-28 18:13:54","2017-11-28","Breakfast","Discarded","Over Production",21,"Pound",18
"21731",23042,24388,"Post Consumer","Menu","2017-11-28 18:14:02","2017-11-28","Breakfast","Discarded","Over Production",21,"Pound",18
"21732",23043,24389,"Post Consumer","Menu","2017-11-28 18:14:02","2017-11-28","Breakfast","Discarded","Over Production",21,"Pound",18
"21733",23044,24390,"Post Consumer","Menu","2017-11-28 18:14:58","2017-11-28","Breakfast","Composted","Over Production",30,"Pound",18
"21734",23045,24391,"Post Consumer","Menu","2017-11-28 19:41:20","2017-11-28","Breakfast","Composted","Quality",30,"Pound",18
"21735",23046,24392,"Post Consumer","Menu","2017-11-28 19:41:06","2017-11-28","Breakfast","Composted","Quality",30,"Pound",18
"21756",23067,24413,"Hot Line","Menu","2017-11-29 01:03:59","2017-11-28","Dinner","Composted","Food Salvage",23,"Pound",18
"21757",23068,24414,"Hot Line","Menu","2017-11-29 01:04:03","2017-11-28","Dinner","Composted","Food Salvage",23,"Pound",18
"21758",23069,24415,"Pizza","Menu","2017-11-29 01:04:46","2017-11-28","Dinner","Composted","Spoilage",2.2,"Pound",18
"21796",23107,24453,"Post Consumer","Menu","2017-11-29 14:24:23","2017-11-28","Dinner","Composted","Spoilage",22,"Pound",18
"21804",23115,24502,"Post Consumer","Menu","2017-11-29 21:18:24","2017-11-29","Lunch","Composted","Customer Waste",45,"Pound",18
"21805",23116,24503,"Grill","Menu","2017-11-29 21:18:43","2017-11-29","Lunch","Composted","Customer Waste",11.5,"Pound",18
"21806",23117,24504,"Trim Waste","Menu","2017-11-29 21:21:55","2017-11-29","Lunch","Composted","Trim Waste",32.5,"Pound",18
"21824",23135,24522,"Post Consumer","Menu","2017-11-30 00:40:23","2017-11-29","Lunch","Composted","Customer Waste",36,"Pound",18
"21825",23136,24523,"Post Consumer","Menu","2017-11-30 00:40:44","2017-11-29","Lunch","Composted","Customer Waste",41,"Pound",18
"21834",23145,24532,"Hot Line","Menu","2017-11-30 01:22:14","2017-11-29","Dinner","Composted","Trim Waste",8.5,"Pound",18
"21835",23146,24533,"Hot Line","Menu","2017-11-30 01:22:21","2017-11-29","Dinner","Composted","Trim Waste",8.5,"Pound",18
"21836",23147,24534,"Hot Line","Menu","2017-11-30 01:22:25","2017-11-29","Dinner","Composted","Trim Waste",8.5,"Pound",18
"21844",23155,24568,"Trim Waste","Menu","2017-11-30 13:57:58","2017-11-29","Dinner","Composted","Trim Waste",56,"Pound",18
"21845",23156,24569,"Trim Waste","Menu","2017-11-30 14:27:09","2017-11-29","Lunch","Composted","Trim Waste",8,"Pound",18
"21846",23157,24570,"Trim Waste","Menu","2017-11-30 14:27:15","2017-11-29","Lunch","Composted","Trim Waste",8,"Pound",18
"21847",23158,24571,"Grill","Menu","2017-11-30 15:23:22","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21848",23159,24572,"Grill","Menu","2017-11-30 15:23:21","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21849",23160,24573,"Grill","Menu","2017-11-30 15:23:24","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21850",23161,24574,"Grill","Menu","2017-11-30 15:23:25","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21851",23162,24575,"Grill","Menu","2017-11-30 15:23:26","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21852",23163,24576,"Grill","Menu","2017-11-30 15:23:28","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21853",23164,24577,"Grill","Menu","2017-11-30 15:23:29","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21854",23165,24578,"Grill","Menu","2017-11-30 15:23:28","2017-11-29","Lunch","Composted","Trim Waste",6.6,"Pound",18
"21855",23166,24579,"Post Consumer","Menu","2017-11-30 15:58:24","2017-11-30","Breakfast","Discarded","Over Production",40.3,"Pound",18
"21859",23170,24583,"Post Consumer","Menu","2017-11-30 16:02:09","2017-11-30","Breakfast","Composted","Customer Waste",40,"Pound",18
"21864",23175,24588,"Grill","Menu","2017-11-30 16:51:20","2017-11-30","Breakfast","Composted","Quality",11,"Pound",18
"21865",23176,24589,"Grill","Menu","2017-11-30 16:51:18","2017-11-30","Breakfast","Composted","Quality",11,"Pound",18
"21866",23177,24590,"Grill","Menu","2017-11-30 16:51:19","2017-11-30","Breakfast","Composted","Quality",11,"Pound",18
"21867",23178,24591,"Grill","Menu","2017-11-30 16:51:21","2017-11-30","Breakfast","Composted","Quality",11,"Pound",18
"21868",23179,24592,"Grill","Menu","2017-11-30 16:51:28","2017-11-30","Breakfast","Composted","Quality",11,"Pound",18
"21869",23180,24595,"Salad","Menu","2017-11-30 18:20:08","2017-11-30","Breakfast","Composted","Trim Waste",6,"Pound",18
"21870",23181,24596,"Salad","Menu","2017-11-30 18:20:14","2017-11-30","Breakfast","Composted","Trim Waste",6,"Pound",18
"21871",23182,24597,"Trim Waste","Menu","2017-11-30 18:37:18","2017-11-30","Breakfast","Composted","Trim Waste",7,"Pound",18
"21872",23183,24598,"Trim Waste","Menu","2017-11-30 18:37:21","2017-11-30","Breakfast","Composted","Trim Waste",7,"Pound",18
"21873",23184,24599,"Salad","Menu","2017-11-30 18:41:59","2017-11-30","Breakfast","Composted","Trim Waste",24,"Pound",18
"21874",23185,24600,"Catering","Menu","2017-11-30 19:00:54","2017-11-30","Breakfast","Composted","Trim Waste",11.8,"Pound",18
"21875",23186,24601,"Catering","Menu","2017-11-30 19:00:59","2017-11-30","Breakfast","Composted","Trim Waste",11.8,"Pound",18
"21897",23208,24631,"Hot Line","Menu","2017-12-01 01:47:24","2017-11-30","Dinner","Composted","Trim Waste",6.5,"Pound",18
"21902",23213,24637,"Trim Waste","Menu","2017-12-01 15:22:21","2017-11-30","Dinner","Composted","Trim Waste",24,"Pound",18
"21903",23214,24638,"Grill","Menu","2017-12-01 15:25:46","2017-11-30","Dinner","Composted","Quality",12,"Pound",18
"21904",23215,24639,"Grill","Menu","2017-12-01 15:25:44","2017-11-30","Dinner","Composted","Quality",12,"Pound",18
"21905",23216,24640,"Grill","Menu","2017-12-01 15:25:43","2017-11-30","Dinner","Composted","Quality",12,"Pound",18
"21906",23217,24641,"Grill","Menu","2017-12-01 15:25:47","2017-11-30","Dinner","Composted","Quality",12,"Pound",18
"21907",23218,24642,"Grill","Menu","2017-12-01 15:25:45","2017-11-30","Dinner","Composted","Quality",12,"Pound",18
"21912",23223,24648,"Deli","Menu","2017-12-01 18:58:24","2017-12-01","Lunch","Composted","Quality",2.6,"Pound",18
"21913",23224,24649,"Trim Waste","Menu","2017-12-01 19:34:00","2017-12-01","Breakfast","Composted","Quality",37,"Pound",18
"21915",23226,24651,"Salad","Menu","2017-12-01 20:10:08","2017-12-01","Breakfast","Composted","Quality",15,"Pound",18
"21943",23254,24679,"Grill","Menu","2017-12-02 19:53:44","2017-12-01","Breakfast","Composted","Customer Waste",12,"Pound",18
"21971",23282,24707,"Hot Line","Menu","2017-12-03 23:09:25","2017-12-01","Dinner","Composted","Trim Waste",12,"Pound",18
"21978",23289,24714,"Hot Line","Menu","2017-12-04 00:22:52","2017-12-01","Dinner","Composted","Customer Waste",7,"Pound",18
"21994",23305,24730,"Trim Waste","Menu","2017-12-04 13:18:41","2017-12-01","Dinner","Composted","Trim Waste",20,"Pound",18
"21995",23306,24731,"Post Consumer","Menu","2017-12-04 15:17:06","2017-12-01","Dinner","Discarded","Trim Waste",1,"Pound",18
"21996",23307,24732,"Grill","Menu","2017-12-04 15:46:11","2017-12-04","Breakfast","Composted","Over Production",16,"Pound",18
"22001",23312,24737,"Trim Waste","Menu","2017-12-04 16:21:47","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22002",23313,24738,"Trim Waste","Menu","2017-12-04 16:21:49","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22003",23314,24739,"Trim Waste","Menu","2017-12-04 16:21:51","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22004",23315,24740,"Trim Waste","Menu","2017-12-04 16:21:45","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22005",23316,24741,"Trim Waste","Menu","2017-12-04 16:21:53","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22006",23317,24742,"Trim Waste","Menu","2017-12-04 16:21:55","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22007",23318,24743,"Trim Waste","Menu","2017-12-04 16:21:56","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22008",23319,24744,"Trim Waste","Menu","2017-12-04 16:21:56","2017-12-04","Breakfast","Composted","Quality",26,"Pound",18
"22010",23321,24746,"Post Consumer","Menu","2017-12-04 18:32:04","2017-12-04","Breakfast","Composted","Quality",23,"Pound",18
"22011",23322,24747,"Post Consumer","Menu","2017-12-04 18:32:13","2017-12-04","Breakfast","Composted","Quality",23,"Pound",18
"22012",23323,24748,"Post Consumer","Menu","2017-12-04 18:32:51","2017-12-04","Breakfast","Composted","Quality",18,"Pound",18
"22013",23324,24749,"Post Consumer","Menu","2017-12-04 19:08:14","2017-12-04","Breakfast","Composted","Customer Waste",6,"Pound",18
"22014",23325,24750,"Post Consumer","Menu","2017-12-04 19:08:15","2017-12-04","Breakfast","Composted","Customer Waste",6,"Pound",18
"22015",23326,24751,"Hot Line","Menu","2017-12-04 19:25:57","2017-12-04","Lunch","Composted","Customer Waste",9,"Pound",18
"22016",23327,24752,"Hot Line","Menu","2017-12-04 19:26:04","2017-12-04","Lunch","Composted","Customer Waste",9,"Pound",18
"22029",23340,24765,"Trim Waste","Menu","2017-12-04 22:01:22","2017-12-04","Lunch","Composted","Customer Waste",22,"Pound",18
"22043",23354,24779,"Hot Line","Menu","2017-12-05 00:38:59","2017-12-04","Dinner","Composted","Trim Waste",14.5,"Pound",18
"22044",23355,24780,"Hot Line","Menu","2017-12-05 00:39:02","2017-12-04","Dinner","Composted","Trim Waste",14.5,"Pound",18
"22045",23356,24781,"Hot Line","Menu","2017-12-05 00:39:07","2017-12-04","Dinner","Composted","Trim Waste",14.5,"Pound",18
"22054",23365,24790,"Post Consumer","Menu","2017-12-05 15:20:23","2017-12-04","Dinner","Composted","Trim Waste",20,"Pound",18
"22055",23366,24791,"Post Consumer","Menu","2017-12-05 15:20:30","2017-12-04","Dinner","Composted","Trim Waste",20,"Pound",18
"22063",23374,24800,"Hot Line","Menu","2017-12-05 18:53:18","2017-12-05","Lunch","Composted","Over Production",21,"Pound",18
"22066",23377,24803,"Hot Line","Menu","2017-12-05 23:17:03","2017-12-05","Dinner","Composted","Trim Waste",8,"Pound",18
"22067",23378,24804,"Salad","Menu","2017-12-05 23:17:59","2017-12-05","Lunch","Composted","Spoilage",3,"Pound",18
"22068",23379,24805,"Deli","Menu","2017-12-05 23:18:59","2017-12-05","Lunch","Composted","Trim Waste",9,"Pound",18
"22107",23418,24844,"Hot Line","Menu","2017-12-06 12:41:06","2017-12-05","Lunch","Composted","Trim Waste",13,"Pound",18
"22108",23419,24845,"Trim Waste","Menu","2017-12-06 13:20:38","2017-12-05","Lunch","Composted","Trim Waste",17,"Pound",18
"22110",23421,24847,"Trim Waste","Menu","2017-12-06 14:35:03","2017-12-05","Lunch","Composted","Trim Waste",19,"Pound",18
"22111",23422,24848,"Post Consumer","Menu","2017-12-06 14:36:41","2017-12-05","Lunch","Donation","Trim Waste",2,"Pound",18
"22119",23430,24856,"Salad","Menu","2017-12-06 17:11:33","2017-12-05","Lunch","Composted","Trim Waste",11,"Pound",18
"22120",23431,24857,"Grill","Menu","2017-12-06 17:23:17","2017-12-05","Lunch","Composted","Trim Waste",17,"Pound",18
"22121",23432,24858,"Grill","Menu","2017-12-06 17:23:20","2017-12-05","Lunch","Composted","Trim Waste",17,"Pound",18
"22122",23433,24859,"Grill","Menu","2017-12-06 17:23:21","2017-12-05","Lunch","Composted","Trim Waste",17,"Pound",18
"22123",23434,24860,"Post Consumer","Menu","2017-12-06 18:17:20","2017-12-05","Lunch","Composted","Trim Waste",22,"Pound",18
"22124",23435,24861,"Post Consumer","Menu","2017-12-06 18:17:27","2017-12-05","Lunch","Composted","Trim Waste",29,"Pound",18
"22125",23436,24862,"Post Consumer","Menu","2017-12-06 18:18:00","2017-12-05","Lunch","Composted","Trim Waste",23,"Pound",18
"22126",23437,24863,"Post Consumer","Menu","2017-12-06 18:18:01","2017-12-05","Lunch","Composted","Trim Waste",23,"Pound",18
"22127",23438,24864,"Post Consumer","Menu","2017-12-06 18:22:37","2017-12-05","Lunch","Composted","Customer Waste",52,"Pound",18
"22128",23439,24865,"Post Consumer","Menu","2017-12-06 18:22:45","2017-12-05","Lunch","Composted","Customer Waste",52,"Pound",18
"22129",23440,24866,"Grill","Menu","2017-12-06 19:10:57","2017-12-05","Lunch","Composted","Customer Waste",9.2,"Pound",18
"22132",23443,24869,"Hot Line","Menu","2017-12-06 21:01:58","2017-12-05","Lunch","Donation","Food Salvage",85,"Pound",18
"22133",23444,24870,"Trim Waste","Menu","2017-12-06 21:02:36","2017-12-05","Lunch","Composted","Trim Waste",4,"Pound",18
"22138",23449,24875,"Grill","Menu","2017-12-07 00:36:46","2017-12-05","Dinner","Composted","Trim Waste",17,"Pound",18
"22139",23450,24876,"Hot Line","Menu","2017-12-07 00:37:25","2017-12-05","Dinner","Composted","Over Production",22.5,"Pound",18
"22140",23451,24877,"Post Consumer","Menu","2017-12-07 00:38:13","2017-12-05","Dinner","Composted","Customer Waste",30,"Pound",18
"22141",23452,24878,"Deli","Menu","2017-12-07 00:38:51","2017-12-05","Lunch","Composted","Trim Waste",9,"Pound",18
"22152",23463,24889,"Trim Waste","Menu","2017-12-07 12:50:10","2017-12-05","Lunch","Composted","Trim Waste",24,"Pound",18
"22153",23464,24890,"Trim Waste","Menu","2017-12-07 14:35:27","2017-12-05","Lunch","Composted","Trim Waste",30,"Pound",18
"22156",23467,24893,"Hot Line","Menu","2017-12-07 18:58:44","2017-12-05","Lunch","Composted","Trim Waste",25,"Pound",18
"22157",23468,24894,"Salad","Menu","2017-12-07 19:16:50","2017-12-05","Lunch","Composted","Quality",27,"Pound",18
"22158",23469,24895,"Post Consumer","Menu","2017-12-07 19:52:19","2017-12-05","Lunch","Composted","Customer Waste",60,"Pound",18
"22159",23470,24896,"Post Consumer","Menu","2017-12-07 19:52:43","2017-12-05","Lunch","Composted","Customer Waste",60,"Pound",18
"22161",23472,24898,"Catering","Menu","2017-12-08 00:21:02","2017-12-05","Dinner","Composted","Trim Waste",18,"Pound",18
"22162",23473,24899,"Salad","Menu","2017-12-08 00:21:36","2017-12-05","Dinner","Composted","Trim Waste",15,"Pound",18
"22163",23474,24900,"Soup","Menu","2017-12-08 00:22:32","2017-12-05","Lunch","Composted","Trim Waste",33,"Pound",18
"22181",23492,24918,"Hot Line","Menu","2017-12-08 00:33:30","2017-12-05","Lunch","Composted","Customer Waste",15,"Pound",18
"22182",23493,24919,"Post Consumer","Menu","2017-12-08 00:42:13","2017-12-05","Lunch","Composted","Customer Waste",40,"Pound",18
"22183",23494,24920,"Post Consumer","Menu","2017-12-08 00:42:55","2017-12-05","Lunch","Composted","Customer Waste",32,"Pound",18
"22185",23496,24922,"Grill","Menu","2017-12-08 19:14:23","2017-12-08","Lunch","Composted","Customer Waste",24.2,"Pound",18
"22186",23497,24923,"Trim Waste","Menu","2017-12-08 19:57:57","2017-12-08","Lunch","Composted","Customer Waste",28,"Pound",18
"22240",23551,24978,"Hot Line","Menu","2017-12-10 23:25:29","2017-12-08","Dinner","Composted","Trim Waste",21,"Pound",18
"22241",23552,24979,"Hot Line","Menu","2017-12-10 23:25:32","2017-12-08","Dinner","Composted","Trim Waste",21,"Pound",18
"22242",23553,24980,"Hot Line","Menu","2017-12-10 23:25:54","2017-12-08","Dinner","Composted","Trim Waste",18,"Pound",18
"22262",23573,25000,"Dessert","Menu","2017-12-11 12:17:09","2017-12-08","Dinner","Composted","Spoilage",20,"Pound",18
"22263",23574,25001,"Trim Waste","Menu","2017-12-11 13:24:27","2017-12-08","Dinner","Composted","Spoilage",23,"Pound",18
"22265",23576,25003,"Grill","Menu","2017-12-11 15:36:49","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
