"","X","id","itemname","itemtype","datecreated","datedumped","mealtype","actiontaken","actionreason","quantity","quantitytype","locationid"
"18922",20220,21495,"Gluten Free","Menu","2017-08-17 15:04:14","2017-08-09","Breakfast","Composted","Expired",1,"Pound",18
"18923",20221,21496,"Dessert","Menu","2017-08-17 17:32:52","2017-08-09","Lunch","Composted","Over Production",2.6,"Pound",18
"18924",20222,21497,"Dessert","Menu","2017-08-17 17:32:55","2017-08-09","Lunch","Composted","Over Production",2.6,"Pound",18
"18925",20223,21498,"Trim Waste","Menu","2017-08-17 17:49:12","2017-08-17","Lunch","Repurposed","Quality",7,"Pound",18
"18926",20224,21499,"Trim Waste","Menu","2017-08-17 17:49:17","2017-08-17","Lunch","Repurposed","Quality",7,"Pound",18
"18927",20225,21500,"Trim Waste","Menu","2017-08-17 17:49:20","2017-08-17","Lunch","Repurposed","Quality",7,"Pound",18
"18928",20226,21501,"Trim Waste","Menu","2017-08-17 17:49:15","2017-08-17","Lunch","Repurposed","Quality",7,"Pound",18
"18929",20227,21502,"Trim Waste","Menu","2017-08-17 17:49:23","2017-08-17","Lunch","Repurposed","Quality",7,"Pound",18
"18930",20228,21503,"Trim Waste","Menu","2017-08-17 17:49:24","2017-08-17","Lunch","Repurposed","Quality",7,"Pound",18
"18931",20229,21504,"Post Consumer","Menu","2017-08-17 19:07:00","2017-08-17","Lunch","Composted","Over Production",18,"Pound",18
"18932",20230,21505,"Post Consumer","Menu","2017-08-17 19:07:03","2017-08-17","Lunch","Composted","Over Production",18,"Pound",18
"18933",20231,21506,"Post Consumer","Menu","2017-08-17 19:24:59","2017-08-16","Lunch","Donation","Food Salvage",41.5,"Pound",18
"18934",20232,21507,"Hot Line","Menu","2017-08-17 19:25:20","2017-08-17","Lunch","Donation","Food Salvage",41.5,"Pound",18
"18935",20233,21508,"Deli","Menu","2017-08-17 19:28:12","2017-08-17","Lunch","Discarded","Over Production",25.8,"Pound",18
"18936",20234,21509,"Catering","Menu","2017-08-17 19:35:54","2017-08-17","Lunch","Composted","Over Production",1.8,"Pound",18
"18937",20235,21510,"Catering","Menu","2017-08-17 19:35:54","2017-08-17","Lunch","Composted","Over Production",1.8,"Pound",18
"18938",20236,21511,"Catering","Menu","2017-08-17 19:35:56","2017-08-17","Lunch","Composted","Over Production",1.8,"Pound",18
"18939",20237,21512,"Catering","Menu","2017-08-17 19:35:57","2017-08-17","Lunch","Composted","Over Production",1.8,"Pound",18
"18940",20238,21513,"Catering","Menu","2017-08-17 19:35:57","2017-08-17","Lunch","Composted","Over Production",1.8,"Pound",18
"18941",20239,21514,"Catering","Menu","2017-08-17 19:35:58","2017-08-17","Lunch","Composted","Over Production",1.8,"Pound",18
"18942",20240,21515,"Catering","Menu","2017-08-17 19:38:08","2017-08-17","Lunch","Discarded","Over Production",0.2,"Pound",18
"18954",20253,21528,"Catering","Menu","2017-08-18 14:32:13","2017-08-17","Lunch","Composted","Customer Waste",18.6,"Pound",18
"18955",20254,21529,"Catering","Menu","2017-08-18 17:51:48","2017-08-17","Lunch","Composted","Customer Waste",2,"Pound",18
"18956",20255,21530,"Grill","Menu","2017-08-18 18:09:53","2017-08-18","Lunch","Composted","Over Production",6.8,"Pound",18
"18957",20256,21531,"Trim Waste","Menu","2017-08-18 18:15:00","2017-08-18","Breakfast","Discarded","Over Production",23,"Pound",18
"18958",20257,21532,"Trim Waste","Menu","2017-08-18 18:20:15","2017-08-18","Breakfast","Composted","Quality",9.2,"Pound",18
"18959",20258,21533,"Trim Waste","Menu","2017-08-18 18:20:19","2017-08-18","Breakfast","Composted","Quality",9.2,"Pound",18
"18963",20262,21537,"Grill","Menu","2017-08-19 19:43:03","2017-08-19","Breakfast","Composted","Over Production",3,"Pound",18
"18964",20263,21538,"Trim Waste","Menu","2017-08-19 21:47:37","2017-08-19","Breakfast","Composted","Trim Waste",16,"Pound",18
"18965",20264,21539,"Pasta","Menu","2017-08-19 21:49:20","2017-08-19","Breakfast","Composted","Over Production",12.5,"Pound",18
"18966",20265,21540,"Trim Waste","Menu","2017-08-19 21:50:52","2017-08-19","Breakfast","Composted","Trim Waste",18.2,"Pound",18
"18967",20266,21541,"Catering","Menu","2017-08-19 22:42:11","2017-08-19","Breakfast","Composted","Spoilage",9,"Pound",18
"18968",20267,21542,"Catering","Menu","2017-08-19 22:42:20","2017-08-19","Breakfast","Composted","Spoilage",9,"Pound",18
"18969",20268,21543,"Grill","Menu","2017-08-19 23:16:56","2017-08-19","Breakfast","Composted","Over Production",3.5,"Pound",18
"18970",20269,21544,"Grill","Menu","2017-08-19 23:16:59","2017-08-19","Breakfast","Composted","Over Production",3.5,"Pound",18
"18972",20271,21546,"Trim Waste","Menu","2017-08-20 20:25:35","2017-08-19","Breakfast","Discarded","Over Production",40,"Pound",18
"18973",20272,21548,"Dessert","Menu","2017-08-21 09:42:08","2017-08-20","Dinner","Composted","Over Production",22.2,"Pound",18
"18974",20273,21549,"Dessert","Menu","2017-08-21 09:42:10","2017-08-20","Dinner","Composted","Over Production",22.2,"Pound",18
"18975",20274,21550,"Dessert","Menu","2017-08-21 09:42:58","2017-08-20","Dinner","Composted","Over Production",8,"Pound",18
"18976",20275,21551,"Trim Waste","Menu","2017-08-21 12:36:12","2017-08-20","Dinner","Composted","Quality",0.5,"Pound",18
"18977",20276,21552,"Trim Waste","Menu","2017-08-21 12:36:15","2017-08-20","Dinner","Composted","Quality",0.5,"Pound",18
"18978",20277,21553,"Trim Waste","Menu","2017-08-21 12:36:16","2017-08-20","Dinner","Composted","Quality",0.5,"Pound",18
"18979",20278,21554,"Trim Waste","Menu","2017-08-21 12:36:17","2017-08-20","Dinner","Composted","Quality",0.5,"Pound",18
"18980",20279,21555,"Hot Line","Menu","2017-08-21 13:21:55","2017-08-21","Dinner","Repurposed","Over Production",5,"Pound",18
"18981",20280,21556,"Salad","Menu","2017-08-21 14:30:46","2017-08-21","Dinner","Composted","Quality",11,"Pound",18
"18982",20281,21557,"Catering","Menu","2017-08-21 14:32:13","2017-08-21","Dinner","Composted","Customer Waste",10,"Pound",18
"18983",20282,21558,"Catering","Menu","2017-08-21 14:32:19","2017-08-21","Dinner","Composted","Customer Waste",10,"Pound",18
"18990",20289,21565,"Hot Line","Menu","2017-08-21 17:46:31","2017-08-21","Dinner","Composted","Customer Waste",1.5,"Pound",18
"18997",20297,21573,"Post Consumer","Menu","2017-08-21 23:50:59","2017-08-21","Dinner","Composted","Customer Waste",32,"Pound",18
"18998",20298,21574,"Post Consumer","Menu","2017-08-21 23:51:01","2017-08-21","Dinner","Composted","Customer Waste",32,"Pound",18
"18999",20299,21575,"Hot Line","Menu","2017-08-21 23:54:21","2017-08-21","Dinner","Composted","Over Production",4.5,"Pound",18
"19002",20305,21581,"Dessert","Menu","2017-08-22 15:38:27","2017-08-21","Dinner","Composted","Over Production",18,"Pound",18
"19003",20306,21582,"Pizza","Menu","2017-08-22 15:39:02","2017-08-21","Dinner","Composted","Spoilage",8,"Pound",18
"19004",20307,21583,"Trim Waste","Menu","2017-08-22 15:44:42","2017-08-21","Dinner","Composted","Quality",1,"Pound",18
"19005",20308,21584,"Trim Waste","Menu","2017-08-22 15:44:45","2017-08-21","Dinner","Composted","Quality",1,"Pound",18
"19007",20310,21586,"Grill","Menu","2017-08-22 16:39:07","2017-08-21","Lunch","Composted","Quality",10,"Pound",18
"19008",20311,21587,"Grill","Menu","2017-08-22 16:39:09","2017-08-21","Lunch","Composted","Quality",10,"Pound",18
"19009",20312,21588,"Trim Waste","Menu","2017-08-22 17:42:56","2017-08-21","Lunch","Composted","Quality",6,"Pound",18
"19013",20319,21595,"Catering","Menu","2017-08-22 23:33:25","2017-08-21","Lunch","Composted","Quality",8,"Pound",18
"19014",20320,21596,"Hot Line","Menu","2017-08-22 23:34:12","2017-08-21","Lunch","Composted","Quality",23.5,"Pound",18
"19015",20321,21597,"Catering","Menu","2017-08-23 00:01:29","2017-08-21","Lunch","Composted","Over Production",6.2,"Pound",18
"19016",20322,21598,"Hot Line","Menu","2017-08-23 10:41:57","2017-08-22","Lunch","Composted","Over Production",15,"Pound",18
"19017",20323,21599,"Hot Line","Menu","2017-08-23 10:41:58","2017-08-22","Lunch","Composted","Over Production",15,"Pound",18
"19018",20324,21600,"Deli","Menu","2017-08-23 12:35:24","2017-08-22","Lunch","Composted","Spoilage",2.2,"Pound",18
"19019",20325,21601,"Deli","Menu","2017-08-23 12:35:24","2017-08-22","Lunch","Composted","Spoilage",2.2,"Pound",18
"19020",20326,21602,"Deli","Menu","2017-08-23 12:35:32","2017-08-22","Lunch","Composted","Spoilage",2.2,"Pound",18
"19021",20327,21603,"Deli","Menu","2017-08-23 12:35:34","2017-08-22","Lunch","Composted","Spoilage",2.2,"Pound",18
"19022",20328,21604,"Grill","Menu","2017-08-23 13:44:32","2017-08-22","Lunch","Composted","Spoilage",15.6,"Pound",18
"19023",20329,21605,"Grill","Menu","2017-08-23 13:44:34","2017-08-22","Lunch","Composted","Spoilage",15.6,"Pound",18
"19024",20330,21606,"Catering","Menu","2017-08-23 14:58:10","2017-08-22","Lunch","Composted","Customer Waste",14.6,"Pound",18
"19025",20331,21607,"Trim Waste","Menu","2017-08-23 15:05:06","2017-08-23","Lunch","Composted","Trim Waste",31,"Pound",18
"19026",20332,21608,"Dessert","Menu","2017-08-23 15:14:31","2017-08-23","Lunch","Composted","Spoilage",14,"Pound",18
"19027",20333,21609,"Dessert","Menu","2017-08-23 15:14:35","2017-08-23","Lunch","Composted","Spoilage",14,"Pound",18
"19028",20334,21610,"Hot Line","Menu","2017-08-23 15:33:32","2017-08-23","Lunch","Composted","Expired",17.5,"Pound",18
"19029",20335,21611,"Hot Line","Menu","2017-08-23 15:33:36","2017-08-23","Lunch","Composted","Expired",17.5,"Pound",18
"19033",20339,21615,"Post Consumer","Menu","2017-08-23 17:37:43","2017-08-23","Lunch","Composted","Expired",26,"Pound",18
"19034",20340,21616,"Post Consumer","Menu","2017-08-23 17:37:45","2017-08-23","Lunch","Composted","Expired",26,"Pound",18
"19048",20354,21630,"Hot Line","Menu","2017-08-23 23:25:28","2017-08-23","Lunch","Discarded","Over Production",14.4,"Pound",18
"19050",20356,21633,"Catering","Menu","2017-08-24 12:44:19","2017-08-23","Lunch","Composted","Over Production",26,"Pound",18
"19051",20357,21634,"Trim Waste","Menu","2017-08-24 14:13:02","2017-08-23","Lunch","Composted","Over Production",21.4,"Pound",18
"19052",20358,21635,"Trim Waste","Menu","2017-08-24 14:13:06","2017-08-23","Lunch","Composted","Over Production",21.4,"Pound",18
"19053",20359,21636,"Catering","Menu","2017-08-24 14:42:37","2017-08-23","Lunch","Composted","Customer Waste",13.8,"Pound",18
"19054",20360,21637,"Post Consumer","Menu","2017-08-24 14:46:19","2017-08-23","Lunch","Composted","Customer Waste",21,"Pound",18
"19055",20361,21638,"Post Consumer","Menu","2017-08-24 14:46:26","2017-08-23","Lunch","Composted","Customer Waste",21,"Pound",18
"19056",20362,21639,"Post Consumer","Menu","2017-08-24 14:46:26","2017-08-23","Lunch","Composted","Customer Waste",21,"Pound",18
"19057",20363,21640,"Post Consumer","Menu","2017-08-24 14:46:27","2017-08-23","Lunch","Composted","Customer Waste",21,"Pound",18
"19058",20364,21641,"Post Consumer","Menu","2017-08-24 14:46:27","2017-08-23","Lunch","Composted","Customer Waste",21,"Pound",18
"19059",20365,21642,"Post Consumer","Menu","2017-08-24 14:46:28","2017-08-23","Lunch","Composted","Customer Waste",21,"Pound",18
"19060",20366,21643,"Grill","Menu","2017-08-24 14:53:34","2017-08-24","Breakfast","Discarded","Over Production",8,"Pound",18
"19061",20367,21644,"Trim Waste","Menu","2017-08-24 17:36:12","2017-08-24","Breakfast","Composted","Trim Waste",4.2,"Pound",18
"19062",20368,21645,"Dessert","Menu","2017-08-24 17:36:37","2017-08-24","Breakfast","Composted","Spoilage",14,"Pound",18
"19063",20369,21646,"Post Consumer","Menu","2017-08-24 17:55:56","2017-08-24","Breakfast","Composted","Spoilage",19.4,"Pound",18
"19064",20370,21647,"Post Consumer","Menu","2017-08-24 17:56:22","2017-08-24","Breakfast","Composted","Spoilage",18,"Pound",18
"19065",20371,21648,"Post Consumer","Menu","2017-08-24 17:57:03","2017-08-24","Breakfast","Composted","Spoilage",18,"Pound",18
"19066",20372,21649,"Post Consumer","Menu","2017-08-24 17:57:18","2017-08-24","Breakfast","Composted","Spoilage",18,"Pound",18
"19067",20373,21650,"Post Consumer","Menu","2017-08-24 17:58:02","2017-08-24","Breakfast","Composted","Spoilage",24.6,"Pound",18
"19075",20381,21658,"Post Consumer","Menu","2017-08-24 23:12:24","2017-08-24","Breakfast","Discarded","Over Production",9.8,"Pound",18
"19076",20382,21659,"Post Consumer","Menu","2017-08-24 23:12:33","2017-08-24","Breakfast","Discarded","Over Production",9.8,"Pound",18
"19077",20383,21660,"Hot Line","Menu","2017-08-24 23:12:58","2017-08-24","Breakfast","Discarded","Over Production",9.8,"Pound",18
"19090",20396,21674,"Salad","Menu","2017-08-25 11:50:01","2017-08-24","Breakfast","Composted","Spoilage",36,"Pound",18
"19091",20397,21675,"Grill","Menu","2017-08-25 13:19:11","2017-08-24","Breakfast","Composted","Spoilage",10,"Pound",18
"19092",20398,21676,"Grill","Menu","2017-08-25 13:19:20","2017-08-24","Breakfast","Composted","Spoilage",10,"Pound",18
"19093",20399,21677,"Grill","Menu","2017-08-25 13:19:20","2017-08-24","Breakfast","Composted","Spoilage",10,"Pound",18
"19094",20400,21678,"Grill","Menu","2017-08-25 13:19:22","2017-08-24","Breakfast","Composted","Spoilage",10,"Pound",18
"19095",20401,21679,"Grill","Menu","2017-08-25 13:19:22","2017-08-24","Breakfast","Composted","Spoilage",10,"Pound",18
"19096",20402,21680,"Trim Waste","Menu","2017-08-25 14:34:53","2017-08-24","Breakfast","Composted","Spoilage",12.2,"Pound",18
"19097",20403,21681,"Trim Waste","Menu","2017-08-25 14:34:56","2017-08-24","Breakfast","Composted","Spoilage",12.2,"Pound",18
"19098",20404,21682,"Trim Waste","Menu","2017-08-25 14:34:58","2017-08-24","Breakfast","Composted","Spoilage",12.2,"Pound",18
"19121",20427,21705,"Hot Line","Menu","2017-08-26 23:17:27","2017-08-24","Breakfast","Composted","Spoilage",14,"Pound",18
"19129",20435,21713,"Hot Line","Menu","2017-08-27 18:35:40","2017-08-24","Breakfast","Composted","Quality",25,"Pound",18
"19134",20440,21718,"Pasta","Menu","2017-08-27 23:12:10","2017-08-27","Breakfast","Discarded","Over Production",8,"Pound",18
"19135",20441,21719,"Pasta","Menu","2017-08-27 23:12:17","2017-08-27","Breakfast","Discarded","Customer Waste",8,"Pound",18
"19169",20475,21753,"Dessert","Menu","2017-08-28 15:55:53","2017-08-27","Breakfast","Composted","Spoilage",27,"Pound",18
"19170",20476,21754,"Dessert","Menu","2017-08-28 15:55:56","2017-08-27","Breakfast","Composted","Spoilage",27,"Pound",18
"19171",20477,21755,"Dessert","Menu","2017-08-28 15:55:57","2017-08-27","Breakfast","Composted","Spoilage",27,"Pound",18
"19172",20478,21756,"Trim Waste","Menu","2017-08-28 17:17:06","2017-08-27","Breakfast","Composted","Trim Waste",1,"Pound",18
"19173",20479,21757,"Trim Waste","Menu","2017-08-28 17:17:10","2017-08-27","Breakfast","Composted","Trim Waste",1,"Pound",18
"19174",20480,21758,"Trim Waste","Menu","2017-08-28 17:17:11","2017-08-27","Breakfast","Composted","Trim Waste",1,"Pound",18
"19175",20481,21759,"Post Consumer","Menu","2017-08-28 17:25:08","2017-08-27","Breakfast","Composted","Trim Waste",57,"Pound",18
"19176",20482,21760,"Post Consumer","Menu","2017-08-28 17:25:22","2017-08-27","Breakfast","Composted","Trim Waste",57,"Pound",18
"19177",20483,21761,"Catering","Menu","2017-08-28 17:41:19","2017-08-27","Breakfast","Composted","Trim Waste",17.8,"Pound",18
"19178",20484,21762,"Catering","Menu","2017-08-28 17:41:26","2017-08-27","Breakfast","Composted","Trim Waste",17.8,"Pound",18
"19179",20485,21763,"Catering","Menu","2017-08-28 17:41:29","2017-08-27","Breakfast","Composted","Trim Waste",17.8,"Pound",18
"19180",20486,21764,"Catering","Menu","2017-08-28 17:41:34","2017-08-27","Breakfast","Composted","Trim Waste",17.8,"Pound",18
"19188",20494,21772,"Grill","Menu","2017-08-28 18:17:24","2017-08-27","Lunch","Composted","Customer Waste",16,"Pound",18
"19200",20509,21787,"Hot Line","Menu","2017-08-29 00:01:13","2017-08-27","Dinner","Composted","Spoilage",19.5,"Pound",18
"19210",20520,21798,"Grill","Menu","2017-08-29 13:46:48","2017-08-27","Breakfast","Composted","Customer Waste",6,"Pound",18
"19211",20521,21799,"Grill","Menu","2017-08-29 13:47:01","2017-08-27","Breakfast","Composted","Customer Waste",6,"Pound",18
"19224",20534,21812,"Trim Waste","Menu","2017-08-29 17:27:44","2017-08-29","Lunch","Composted","Trim Waste",3.2,"Pound",18
"19232",20542,21820,"Catering","Menu","2017-08-29 17:52:10","2017-08-29","Lunch","Composted","Trim Waste",14.2,"Pound",18
"19233",20543,21821,"Catering","Menu","2017-08-29 17:52:14","2017-08-29","Lunch","Composted","Trim Waste",14.2,"Pound",18
"19234",20544,21822,"Catering","Menu","2017-08-29 17:52:18","2017-08-29","Lunch","Composted","Trim Waste",14.2,"Pound",18
"19235",20545,21823,"Catering","Menu","2017-08-29 17:52:20","2017-08-29","Lunch","Composted","Trim Waste",14.2,"Pound",18
"19236",20546,21824,"Catering","Menu","2017-08-29 17:52:21","2017-08-29","Lunch","Composted","Trim Waste",14.2,"Pound",18
"19237",20547,21825,"Catering","Menu","2017-08-29 17:52:22","2017-08-29","Lunch","Composted","Trim Waste",14.2,"Pound",18
"19254",20564,21842,"Hot Line","Menu","2017-08-29 23:26:47","2017-08-29","Dinner","Composted","Trim Waste",13.8,"Pound",18
"19256",20566,21844,"Grill","Menu","2017-08-29 23:42:26","2017-08-29","Dinner","Composted","Over Production",14.2,"Pound",18
"19257",20567,21845,"Hot Line","Menu","2017-08-29 23:48:10","2017-08-29","Dinner","Composted","Over Production",14.2,"Pound",18
"19258",20568,21846,"Hot Line","Menu","2017-08-29 23:48:28","2017-08-29","Dinner","Composted","Over Production",14.2,"Pound",18
"19259",20569,21847,"Hot Line","Menu","2017-08-29 23:48:55","2017-08-29","Dinner","Composted","Over Production",9.2,"Pound",18
"19263",20573,21851,"Dessert","Menu","2017-08-30 16:58:32","2017-08-29","Lunch","Composted","Spoilage",16.8,"Pound",18
"19264",20574,21852,"Dessert","Menu","2017-08-30 16:58:34","2017-08-29","Lunch","Composted","Spoilage",16.8,"Pound",18
"19265",20575,21853,"Trim Waste","Menu","2017-08-30 17:01:34","2017-08-29","Lunch","Composted","Trim Waste",5.2,"Pound",18
"19266",20576,21854,"Catering","Menu","2017-08-30 17:23:56","2017-08-30","Lunch","Composted","Trim Waste",10.2,"Pound",18
"19267",20577,21855,"Catering","Menu","2017-08-30 17:23:58","2017-08-30","Lunch","Composted","Trim Waste",10.2,"Pound",18
"19268",20578,21856,"Catering","Menu","2017-08-30 17:23:59","2017-08-30","Lunch","Composted","Trim Waste",10.2,"Pound",18
"19269",20579,21857,"Catering","Menu","2017-08-30 17:24:00","2017-08-30","Lunch","Composted","Trim Waste",10.2,"Pound",18
"19270",20580,21858,"Trim Waste","Menu","2017-08-30 17:34:34","2017-08-30","Lunch","Composted","Trim Waste",40,"Pound",18
"19271",20581,21859,"Trim Waste","Menu","2017-08-30 17:34:36","2017-08-30","Lunch","Composted","Trim Waste",40,"Pound",18
"19272",20582,21860,"Trim Waste","Menu","2017-08-30 17:34:38","2017-08-30","Lunch","Composted","Trim Waste",40,"Pound",18
"19273",20583,21861,"Post Consumer","Menu","2017-08-30 17:38:28","2017-08-30","Lunch","Composted","Trim Waste",35,"Pound",18
"19274",20584,21862,"Post Consumer","Menu","2017-08-30 17:38:32","2017-08-30","Lunch","Composted","Trim Waste",35,"Pound",18
"19275",20585,21863,"Post Consumer","Menu","2017-08-30 17:38:36","2017-08-30","Lunch","Composted","Trim Waste",35,"Pound",18
"19277",20587,21865,"Trim Waste","Menu","2017-08-31 13:46:26","2017-08-30","Lunch","Composted","Trim Waste",26,"Pound",18
"19278",20588,21866,"Trim Waste","Menu","2017-08-31 13:46:28","2017-08-30","Lunch","Composted","Trim Waste",26,"Pound",18
"19283",20593,21871,"Post Consumer","Menu","2017-08-31 14:53:42","2017-08-30","Lunch","Composted","Trim Waste",26.2,"Pound",18
"19284",20594,21872,"Post Consumer","Menu","2017-08-31 14:54:27","2017-08-30","Lunch","Composted","Trim Waste",25,"Pound",18
"19285",20595,21873,"Post Consumer","Menu","2017-08-31 14:55:13","2017-08-30","Lunch","Composted","Trim Waste",24.8,"Pound",18
"19286",20596,21874,"Catering","Menu","2017-08-31 17:23:59","2017-08-30","Lunch","Composted","Trim Waste",9,"Pound",18
"19287",20597,21875,"Catering","Menu","2017-08-31 17:24:05","2017-08-30","Lunch","Composted","Trim Waste",9,"Pound",18
"19288",20598,21876,"Trim Waste","Menu","2017-08-31 17:56:23","2017-08-30","Lunch","Composted","Trim Waste",5,"Pound",18
"19289",20599,21877,"Trim Waste","Menu","2017-08-31 17:56:26","2017-08-30","Lunch","Composted","Trim Waste",5,"Pound",18
"19290",20600,21878,"Trim Waste","Menu","2017-08-31 17:56:28","2017-08-30","Lunch","Composted","Trim Waste",5,"Pound",18
"19291",20601,21879,"Post Consumer","Menu","2017-08-31 17:58:24","2017-08-30","Lunch","Composted","Trim Waste",31,"Pound",18
"19292",20602,21880,"Post Consumer","Menu","2017-08-31 17:59:30","2017-08-30","Lunch","Composted","Trim Waste",28,"Pound",18
"19293",20603,21881,"Post Consumer","Menu","2017-08-31 17:59:36","2017-08-30","Lunch","Composted","Trim Waste",28,"Pound",18
"19294",20604,21882,"Salad","Menu","2017-08-31 18:26:00","2017-08-30","Lunch","Composted","Trim Waste",30,"Pound",18
"19295",20605,21883,"Salad","Menu","2017-08-31 19:27:47","2017-08-30","Lunch","Composted","Trim Waste",15,"Pound",18
"19296",20606,21884,"Salad","Menu","2017-08-31 19:27:50","2017-08-30","Lunch","Composted","Trim Waste",15,"Pound",18
"19297",20607,21885,"Salad","Menu","2017-08-31 19:27:51","2017-08-30","Lunch","Composted","Trim Waste",15,"Pound",18
"19319",20629,21908,"Catering","Menu","2017-09-02 12:28:16","2017-09-02","Breakfast","Composted","Expired",7.5,"Pound",18
"19320",20630,21909,"Dessert","Menu","2017-09-02 12:28:38","2017-09-02","Breakfast","Composted","Quality",9,"Pound",18
"19321",20631,21910,"Dessert","Menu","2017-09-02 12:28:47","2017-09-02","Breakfast","Composted","Quality",9,"Pound",18
"19322",20632,21911,"Hot Line","Menu","2017-09-02 12:29:11","2017-09-02","Breakfast","Composted","Spoilage",7.5,"Pound",18
"19323",20633,21912,"Hot Line","Menu","2017-09-02 12:29:49","2017-09-02","Breakfast","Composted","Spoilage",12.2,"Pound",18
"19324",20634,21913,"Hot Line","Menu","2017-09-02 12:30:52","2017-09-02","Breakfast","Composted","Spoilage",27.6,"Pound",18
"19325",20635,21914,"Grill","Menu","2017-09-02 18:17:21","2017-09-02","Breakfast","Composted","Trim Waste",4.8,"Pound",18
"19326",20636,21915,"Grill","Menu","2017-09-03 17:56:32","2017-09-02","Breakfast","Composted","Trim Waste",7,"Pound",18
"19327",20637,21916,"Trim Waste","Menu","2017-09-03 18:23:58","2017-09-02","Dinner","Composted","Trim Waste",11.2,"Pound",18
"19328",20638,21917,"Trim Waste","Menu","2017-09-03 18:40:26","2017-09-03","Dinner","Discarded","Over Production",77,"Pound",18
"19329",20639,21918,"Grill","Menu","2017-09-03 19:19:37","2017-09-03","Breakfast","Discarded","Trim Waste",1.6,"Pound",18
"19333",20643,21922,"Hot Line","Menu","2017-09-03 23:25:24","2017-09-03","Dinner","Composted","Trim Waste",14.5,"Pound",18
"19334",20644,21923,"Post Consumer","Menu","2017-09-04 16:52:50","2017-09-03","Dinner","Discarded","Over Production",49,"Pound",18
"19335",20645,21924,"Post Consumer","Menu","2017-09-04 16:52:52","2017-09-03","Dinner","Discarded","Over Production",49,"Pound",18
"19343",20653,21932,"Grill","Menu","2017-09-04 18:36:13","2017-09-03","Breakfast","Composted","Trim Waste",13,"Pound",18
"19354",20664,21943,"Hot Line","Menu","2017-09-04 23:30:19","2017-09-03","Dinner","Composted","Quality",14.2,"Pound",18
"19355",20665,21944,"Trim Waste","Menu","2017-09-04 23:30:58","2017-09-04","Dinner","Composted","Trim Waste",9.5,"Pound",18
"19356",20666,21945,"Post Consumer","Menu","2017-09-04 23:44:48","2017-09-04","Dinner","Composted","Trim Waste",49,"Pound",18
"19358",20668,21947,"Post Consumer","Menu","2017-09-04 23:44:50","2017-09-04","Dinner","Composted","Trim Waste",49,"Pound",18
"19361",20671,21950,"Post Consumer","Menu","2017-09-04 23:50:41","2017-09-04","Dinner","Composted","Trim Waste",23.4,"Pound",18
"19362",20672,21951,"Post Consumer","Menu","2017-09-05 13:09:38","2017-09-04","Dinner","Composted","Customer Waste",51.5,"Pound",18
"19363",20673,21952,"Post Consumer","Menu","2017-09-05 13:09:50","2017-09-04","Dinner","Composted","Customer Waste",51.5,"Pound",18
"19367",20677,21956,"Trim Waste","Menu","2017-09-05 18:26:35","2017-09-05","Dinner","Composted","Trim Waste",5,"Pound",18
"19368",20678,21957,"Dessert","Menu","2017-09-05 18:27:07","2017-09-05","Dinner","Composted","Spoilage",11,"Pound",18
"19379",20689,21968,"Hot Line","Menu","2017-09-05 22:56:41","2017-09-05","Dinner","Composted","Trim Waste",5,"Pound",18
"19389",20699,21978,"Post Consumer","Menu","2017-09-05 23:56:20","2017-09-05","Dinner","Discarded","Over Production",49,"Pound",18
"19390",20700,21979,"Post Consumer","Menu","2017-09-05 23:56:24","2017-09-05","Dinner","Discarded","Over Production",49,"Pound",18
"19391",20701,21980,"Post Consumer","Menu","2017-09-05 23:56:27","2017-09-05","Dinner","Discarded","Over Production",49,"Pound",18
"19392",20702,21981,"Grill","Menu","2017-09-06 00:00:15","2017-09-05","Dinner","Composted","Over Production",18,"Pound",18
"19393",20703,21982,"Deli","Menu","2017-09-06 00:00:46","2017-09-05","Lunch","Composted","Trim Waste",23,"Pound",18
"19394",20704,21983,"Grill","Menu","2017-09-06 00:01:05","2017-09-05","Lunch","Composted","Customer Waste",12,"Pound",18
"19401",20711,21990,"Trim Waste","Menu","2017-09-06 16:01:11","2017-09-05","Lunch","Composted","Trim Waste",2,"Pound",18
"19402",20712,21991,"Dessert","Menu","2017-09-06 16:01:35","2017-09-05","Lunch","Composted","Spoilage",15,"Pound",18
"19403",20713,21992,"Catering","Menu","2017-09-06 17:36:04","2017-09-05","Lunch","Composted","Trim Waste",12,"Pound",18
"19404",20714,21993,"Catering","Menu","2017-09-06 17:36:12","2017-09-05","Lunch","Composted","Trim Waste",12,"Pound",18
"19405",20715,21994,"Post Consumer","Menu","2017-09-06 18:53:25","2017-09-05","Lunch","Composted","Trim Waste",25,"Pound",18
"19430",20740,22020,"Grill","Menu","2017-09-07 09:12:36","2017-09-07","Lunch","Composted","Over Production",26.2,"Pound",18
"19431",20741,22021,"Grill","Menu","2017-09-07 09:12:37","2017-09-07","Lunch","Composted","Over Production",26.2,"Pound",18
"19437",20747,22027,"Grill","Menu","2017-09-07 14:26:34","2017-09-07","Lunch","Composted","Over Production",9,"Pound",18
"19438",20748,22028,"Grill","Menu","2017-09-07 14:26:37","2017-09-07","Lunch","Composted","Over Production",9,"Pound",18
"19439",20749,22029,"Trim Waste","Menu","2017-09-07 17:18:03","2017-09-07","Lunch","Composted","Over Production",25,"Pound",18
