"","X","id","itemname","itemtype","datecreated","datedumped","mealtype","actiontaken","actionreason","quantity","quantitytype","locationid"
"64",240,240,"Pepperoni Pizza","Menu","2015-03-24 23:41:05","2015-03-24","","Discarded","Over Production",12,"Portion",9
"65",241,241,"Hamburger No Bun","Menu","2015-03-24 23:41:30","2015-03-24","","Discarded","Over Production",2,"Pound",9
"66",242,242,"Hamburger No Bun","Menu","2015-03-24 23:41:56","2015-03-24","","Discarded","Over Production",2,"Each",9
"67",243,243,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-03-24 23:42:17","2015-03-24","","Discarded","Over Production",15,"Each",9
"68",244,244,"Grilled Cheese","Menu","2015-03-24 23:42:41","2015-03-24","","Discarded","Over Production",6,"Each",9
"69",245,245,"Grilled Chicken Cutlet","Menu","2015-03-25 15:01:37","2015-03-25","","Discarded","Over Production",9,"Each",9
"70",246,246,"Cheesy Scrambled Eggs","Menu","2015-03-25 15:01:57","2015-03-25","","Discarded","Over Production",12,"Pound",9
"71",247,247,"Breakfast Potatoes","Menu","2015-03-25 15:02:15","2015-03-25","","Discarded","Over Production",3,"Pound",9
"72",248,248,"Pepperoni ","Menu","2015-03-25 15:24:55","2015-03-25","","Discarded","Quality",4,"N/A",9
"73",250,250,"Fried Tater Tots","Menu","2015-03-25 18:28:05","2015-03-25","","Discarded","Over Production",4,"Pound",9
"74",251,251,"Black Bean & Salsa Burger with a Bun","Menu","2015-03-25 18:31:12","2015-03-25","","Discarded","Over Production",2,"Pound",9
"75",252,252,"Hamburger No Bun","Menu","2015-03-25 18:33:50","2015-03-25","","Discarded","Over Production",2,"Each",9
"76",253,253,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-03-25 18:35:51","2015-03-25","","Discarded","Over Production",1,"Each",9
"77",254,254,"Grilled Guinness Bratwurst","Menu","2015-03-25 18:36:50","2015-03-25","","Discarded","Over Production",7,"Each",9
"78",255,255,"Grilled Guinness Bratwurst","Menu","2015-03-25 18:37:26","2015-03-25","","Discarded","Over Production",7,"Each",9
"79",256,256,"Sesame Nuggets","Menu","2015-03-25 18:43:30","2015-03-25","","Discarded","Over Production",16,"Each",9
"80",257,257,"Baked Chicken Nuggets","Menu","2015-03-25 18:45:09","2015-03-25","","Discarded","Over Production",32,"Each",9
"81",258,258,"Vegetable Spring Rolls","Menu","2015-03-25 18:47:01","2015-03-25","","Discarded","Over Production",20,"Each",9
"82",259,259,"Meat Sauce","Menu","2015-03-25 18:54:07","2015-03-25","","Discarded","Over Production",8,"Pound",9
"83",260,260,"Marinara Sauce","Menu","2015-03-25 18:54:53","2015-03-25","","Discarded","Over Production",7,"Pound",9
"84",261,261,"Jalapeno Poppers","Menu","2015-03-25 23:16:46","2015-03-25","","Discarded","Over Production",40,"Each",9
"85",262,262,"Pierogies","Menu","2015-03-25 23:18:16","2015-03-25","","Discarded","Over Production",8,"Portion",9
"86",263,263,"North Deli Bar Waste Module","Menu","2015-03-25 23:32:44","2015-03-25","","Discarded","Over Production",4,"Pound",9
"87",264,264,"Scrambled Eggs","Menu","2015-03-26 15:13:23","2015-03-26","","Discarded","Over Production",10,"Pound",9
"88",265,265,"Turkey Sausage Links","Menu","2015-03-26 15:14:32","2015-03-26","","Discarded","Over Production",7,"Pound",9
"89",266,266,"Mashed Potatoes","Menu","2015-03-26 18:44:31","2015-03-26","","Discarded","Expired",4,"Pound",9
"90",267,267,"Mashed Potatoes","Menu","2015-03-26 19:09:08","2015-03-26","","Discarded","Over Production",4,"Pound",9
"91",268,268,"Stove Top Stuffing","Menu","2015-03-26 19:09:35","2015-03-26","","Discarded","Over Production",4,"Pound",9
"92",269,269,"Roast Turkey","Menu","2015-03-26 20:24:57","2015-03-26","","Discarded","Over Production",2,"Pound",9
"93",270,270,"American Chop Suey","Menu","2015-03-26 20:29:21","2015-03-26","","Discarded","Over Production",13,"Pound",9
"94",271,271,"Vegetable soup","Menu","2015-03-26 23:12:20","2015-03-26","","Discarded","Over Production",16,"N/A",9
"95",272,272,"Tomato soup","Menu","2015-03-26 23:14:58","2015-03-26","","Discarded","Over Production",19,"N/A",9
"96",273,273,"BBQ Chicken Drumsticks","Menu","2015-03-26 23:17:36","2015-03-26","","Discarded","Over Production",8,"Pound",9
"97",274,274,"Sauteed Pork Cutlet","Menu","2015-03-26 23:18:22","2015-03-26","","Discarded","Over Production",5,"Pound",9
"98",275,275,"Vegan Mongolian Stir Fry","Menu","2015-03-26 23:18:59","2015-03-26","","Discarded","Over Production",8,"Pound",9
"99",276,276,"Curried Sweet Potato and Apple Pilaf","Menu","2015-03-26 23:19:56","2015-03-26","","Discarded","Over Production",19,"Pound",9
"100",277,277,"Marinara Sauce","Menu","2015-03-26 23:21:03","2015-03-26","","Discarded","Over Production",5,"Pound",9
"101",278,278,"Meat Sauce","Menu","2015-03-26 23:21:25","2015-03-26","","Discarded","Over Production",4,"Pound",9
"102",279,279,"Chef's Choice Pasta du Jour","Menu","2015-03-26 23:23:00","2015-03-26","","Discarded","Over Production",12,"N/A",9
"103",280,280,"Tokyo Noodles","Menu","2015-03-26 23:23:47","2015-03-26","","Discarded","Over Production",6,"Pound",9
"104",281,281,"Red Petite Potatoes w/Dill","Menu","2015-03-26 23:24:52","2015-03-26","","Discarded","Over Production",16,"Pound",9
"105",282,282,"Pepperoni Pizza","Menu","2015-03-26 23:46:55","2015-03-26","","Discarded","Over Production",6,"Pound",9
"106",283,283,"Cheese Pizza","Menu","2015-03-26 23:47:06","2015-03-26","","Discarded","Over Production",16,"Pound",9
"107",284,284,"Special Pizza","Menu","2015-03-26 23:47:26","2015-03-26","","Discarded","Over Production",11,"Pound",9
"108",285,285,"North Deli Bar Waste Module","Menu","2015-03-26 23:49:02","2015-03-26","","Discarded","Over Production",10,"Pound",9
"109",286,286,"North Salad Bar Waste Module","Menu","2015-03-26 23:53:43","2015-03-26","","Discarded","Over Production",21,"Pound",9
"110",287,287,"North Salad Dressing Waste Module","Menu","2015-03-26 23:54:03","2015-03-26","","Discarded","Over Production",4,"Pound",9
"111",288,288,"Grilled Cheese","Menu","2015-03-26 23:54:57","2015-03-26","","Discarded","Over Production",6,"Pound",9
"112",289,289,"Grilled Chicken Cutlet","Menu","2015-03-26 23:55:31","2015-03-26","","Discarded","Over Production",15,"Pound",9
"113",290,290,"Straight Cut French Fries","Menu","2015-03-26 23:56:06","2015-03-26","","Discarded","Over Production",2,"Pound",9
"114",291,291,"Whole Wheat French Toast Stix","Menu","2015-03-27 15:12:58","2015-03-27","","Discarded","Over Production",12,"Pound",9
"115",292,292,"Oatmeal Hot Cereal","Menu","2015-03-27 15:14:44","2015-03-27","","Discarded","Over Production",5,"Pound",9
"116",293,293,"Cheesy Scrambled Eggs","Menu","2015-03-27 15:16:08","2015-03-27","","Discarded","Over Production",4,"Pound",9
"117",294,294,"Scrambled Eggs","Menu","2015-03-27 15:16:51","2015-03-27","","Discarded","Over Production",4,"Pound",9
"118",295,295,"Blueberry Pancakes","Menu","2015-03-27 15:18:48","2015-03-27","","Discarded","Over Production",5,"Pound",9
"119",296,296,"Chili con Carne","Menu","2015-03-27 18:27:48","2015-03-27","","Discarded","Over Production",10,"Pound",9
"120",297,297,"Frijoles Refritos Con Queso","Menu","2015-03-27 18:31:58","2015-03-27","","Discarded","Over Production",18,"Pound",9
"121",298,298,"White Rice","Menu","2015-03-27 18:34:09","2015-03-27","","Discarded","Over Production",6,"Pound",9
"122",299,299,"New Orleans Cod","Menu","2015-03-27 18:37:05","2015-03-27","","Discarded","Over Production",4,"Pound",9
"123",300,300,"O'Brien Potatoes","Menu","2015-03-27 15:17:48","2015-03-27","","Discarded","Over Production",3,"Pound",9
"124",301,301,"Straight Cut French Fries","Menu","2015-03-27 23:17:55","2015-03-27","","Discarded","Over Production",4,"Pound",9
"125",302,302,"A-1 Burger w/ Mushroom & Swiss","Menu","2015-03-27 23:18:30","2015-03-27","","Discarded","Over Production",5,"Pound",9
"126",303,303,"Grilled Chicken Cutlet","Menu","2015-03-27 23:19:17","2015-03-27","","Discarded","Over Production",28,"Each",9
"127",304,304,"Hamburger No Bun","Menu","2015-03-27 23:19:37","2015-03-27","","Discarded","Over Production",12,"Each",9
"128",305,305,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-03-27 23:19:48","2015-03-27","","Discarded","Over Production",8,"Each",9
"129",306,306,"Crispy Dijon Scrod","Menu","2015-03-27 23:21:58","2015-03-27","","Discarded","Over Production",3,"Pound",9
"130",307,307,"Baked Beans","Menu","2015-03-27 23:22:19","2015-03-27","","Discarded","Over Production",10,"Pound",9
"131",308,308,"Sundae Bar w/ Toppings","Menu","2015-03-27 23:22:55","2015-03-27","","Discarded","Over Production",2,"Pound",9
"132",309,309,"Steamed Broccoli","Menu","2015-03-27 23:23:28","2015-03-27","","Discarded","Over Production",5,"Pound",9
"133",310,310,"Marinara Sauce","Menu","2015-03-27 23:23:50","2015-03-27","","Discarded","Over Production",4,"Pound",9
"134",311,311,"North Salad Dressing Waste Module","Menu","2015-03-27 23:24:55","2015-03-27","","Discarded","Over Production",4,"Pound",9
"135",312,312,"North Deli Bar Waste Module","Menu","2015-03-27 23:26:03","2015-03-27","","Discarded","Over Production",15,"Pound",9
"136",313,313,"Pepperoni Pizza","Menu","2015-03-27 23:27:12","2015-03-27","","Discarded","Over Production",1,"Each",9
"137",314,314,"North Salad Bar Waste Module","Menu","2015-03-27 23:27:44","2015-03-27","","Discarded","Over Production",17,"Pound",9
"138",315,315,"Scrambled Eggs","Menu","2015-03-28 19:13:59","2015-03-28","","Discarded","Over Production",2,"Pound",9
"139",316,316,"North Salad Bar Waste Module","Menu","2015-03-28 22:33:23","2015-03-28","","Discarded","Over Production",2,"Pound",9
"140",317,317,"Broccoli Stromboli","Menu","2015-03-28 23:12:36","2015-03-28","","Discarded","Over Production",14,"Portion",9
"141",318,318,"Grilled Cheese","Menu","2015-03-28 23:16:43","2015-03-28","","Discarded","Over Production",4,"Each",9
"142",319,319,"Grilled Chicken Cutlet","Menu","2015-03-28 23:17:05","2015-03-28","","Discarded","Over Production",4,"Pound",9
"143",320,320,"Curley Fries","Menu","2015-03-28 23:17:24","2015-03-28","","Discarded","Over Production",5,"Pound",9
"144",321,321,"Hamburger No Bun","Menu","2015-03-28 23:17:41","2015-03-28","","Discarded","Over Production",3,"Each",9
"145",322,322,"Chef's Choice Pasta du Jour","Menu","2015-03-28 23:21:04","2015-03-28","","Discarded","Over Production",7,"N/A",9
"146",323,323,"Ham and Pepperoni Stromboli","Menu","2015-03-28 23:21:50","2015-03-28","","Discarded","Over Production",4,"Portion",9
"147",324,324,"Gingered Green Beans and Carrots","Menu","2015-03-28 23:22:20","2015-03-28","","Discarded","Over Production",13,"Pound",9
"148",325,325,"Sesame Ginger Salmon w/ Mandarin Orange Relish","Menu","2015-03-28 23:22:50","2015-03-28","","Discarded","Over Production",2,"Pound",9
"149",326,326,"Gingered Green Beans and Carrots","Menu","2015-03-28 23:23:20","2015-03-28","","Discarded","Over Production",5,"Pound",9
"150",327,327,"Roasted Garlic Potatoes","Menu","2015-03-28 23:23:49","2015-03-28","","Discarded","Over Production",10,"Pound",9
"151",328,328,"Marinara Sauce","Menu","2015-03-28 23:24:35","2015-03-28","","Discarded","Over Production",2,"Pound",9
"152",329,329,"Meat Sauce","Menu","2015-03-28 23:24:55","2015-03-28","","Discarded","Over Production",4,"Pound",9
"153",330,330,"North Deli Bar Waste Module","Menu","2015-03-28 23:25:56","2015-03-28","","Discarded","Over Production",10,"Pound",9
"154",331,331,"North Salad Bar Waste Module","Menu","2015-03-28 23:26:16","2015-03-28","","Discarded","Over Production",15,"Pound",9
"155",332,332,"Pepperoni Pizza","Menu","2015-03-28 23:27:21","2015-03-28","","Discarded","Over Production",1,"Portion",9
"156",333,333,"Breakfast Potatoes","Menu","2015-03-29 18:10:45","2015-03-29","","Discarded","Over Production",12,"Pound",9
"157",334,334,"Smashed Yukon Gold Potatoes","Menu","2015-03-29 23:07:22","2015-03-29","","Discarded","Over Production",42,"Pound",9
"158",335,335,"Smashed Yukon Gold Potatoes","Menu","2015-03-29 23:07:43","2015-03-29","","Discarded","Over Production",6,"Pound",9
"159",336,336,"Fried Tater Tots","Menu","2015-03-29 23:14:02","2015-03-29","","Discarded","Over Production",7,"Pound",9
"160",337,337,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-03-29 23:14:19","2015-03-29","","Discarded","Over Production",7,"Each",9
"161",338,338,"Grilled Cheese","Menu","2015-03-29 23:14:36","2015-03-29","","Discarded","Over Production",7,"Each",9
"162",339,339,"Hamburger No Bun","Menu","2015-03-29 23:14:55","2015-03-29","","Discarded","Over Production",8,"Each",9
"163",340,340,"Southwest Guacamole Burger","Menu","2015-03-29 23:15:19","2015-03-29","","Discarded","Over Production",3,"Pound",9
"164",341,341,"North Salad Dressing Waste Module","Menu","2015-03-30 10:55:17","2015-03-30","","Discarded","Over Production",14,"Pound",9
"165",342,342,"North Salad Dressing Waste Module","Menu","2015-03-30 10:55:40","2015-03-30","","Discarded","Over Production",19,"Pound",9
"166",343,343,"Cheesy Scrambled Eggs","Menu","2015-03-30 14:59:47","2015-03-30","","Discarded","Over Production",3,"Pound",9
"167",344,344,"Scrambled Egg Whites","Menu","2015-03-30 15:00:25","2015-03-30","","Discarded","Over Production",4,"Pound",9
"168",345,345,"Scrambled Eggs","Menu","2015-03-30 15:00:58","2015-03-30","","Discarded","Over Production",9,"Pound",9
"169",346,346,"Waffles","Menu","2015-03-30 15:07:00","2015-03-30","","Discarded","Over Production",18,"Each",9
"170",347,347,"Turkey Sausage Links","Menu","2015-03-30 15:08:34","2015-03-30","","Discarded","Over Production",15,"Each",9
"171",349,349,"Oatmeal Hot Cereal","Menu","2015-03-30 16:31:56","2015-03-30","","Discarded","Over Production",4,"Pound",9
"172",350,350,"Home Fries","Menu","2015-03-30 16:50:27","2015-03-30","","Discarded","Over Production",5,"Pound",9
"173",351,351,"North Deli Bar Waste Module","Menu","2015-03-30 16:51:38","2015-03-30","","Discarded","Over Production",12,"Pound",9
"174",352,352,"Special Pizza","Menu","2015-03-30 16:51:55","2015-03-30","","Discarded","Over Production",12,"Each",9
"175",353,353,"Cheese Pizza","Menu","2015-03-30 16:52:14","2015-03-30","","Discarded","Over Production",16,"Each",9
"176",354,354,"Pepperoni Pizza","Menu","2015-03-30 16:52:34","2015-03-30","","Discarded","Over Production",8,"Each",9
"177",356,356,"Vegetarian Fried Rice","Menu","2015-03-30 20:10:16","2015-03-30","","Discarded","Over Production",3,"Pound",9
"178",357,357,"Green Beans and Tomatoes","Menu","2015-03-30 20:10:44","2015-03-30","","Discarded","Over Production",3,"Pound",9
"179",358,358,"Chef's Choice Pasta du Jour","Menu","2015-03-30 20:11:11","2015-03-30","","Discarded","Over Production",4,"N/A",9
"180",359,359,"Chipotle Ranch Grilled Chicken","Menu","2015-03-30 20:12:10","2015-03-30","","Discarded","Over Production",3,"Pound",9
"181",360,360,"Vegan Pepper Steak Stir Fry","Menu","2015-03-30 20:13:13","2015-03-30","","Discarded","Over Production",4,"Pound",9
"182",361,361,"Chef's Choice Soup du Jour","Menu","2015-03-30 22:23:36","2015-03-30","","Discarded","Over Production",7,"N/A",9
"183",362,362,"Chef's Choice Soup du Jour","Menu","2015-03-30 22:25:10","2015-03-30","","Discarded","Over Production",5,"N/A",9
"184",363,363,"Chef's Choice Soup du Jour","Menu","2015-03-30 22:26:00","2015-03-30","","Discarded","Over Production",7,"N/A",9
"185",364,364,"Basmati Rice","Menu","2015-03-30 23:09:29","2015-03-30","","Discarded","Over Production",14,"Pound",9
"186",365,365,"Mashed Potatoes","Menu","2015-03-30 23:10:06","2015-03-30","","Discarded","Over Production",14,"Pound",9
"187",366,366,"Basmati Rice","Menu","2015-03-30 23:10:22","2015-03-30","","Discarded","Over Production",14,"Pound",9
"188",367,367,"North Salad Bar Waste Module","Menu","2015-03-30 23:23:19","2015-03-30","","Discarded","Over Production",12,"Pound",9
"189",368,368,"North Deli Bar Waste Module","Menu","2015-03-30 23:23:32","2015-03-30","","Discarded","Over Production",5,"Pound",9
"190",369,369,"North Salad Dressing Waste Module","Menu","2015-03-30 23:23:51","2015-03-30","","Discarded","Over Production",4,"Pound",9
"191",370,370,"Basmati Rice","Menu","2015-03-30 23:24:32","2015-03-30","","Discarded","Over Production",7,"Pound",9
"192",371,371,"Parslied Carrots","Menu","2015-03-30 23:24:54","2015-03-30","","Discarded","Over Production",2,"Pound",9
"193",372,372,"Chef's Choice Pasta du Jour","Menu","2015-03-30 23:25:29","2015-03-30","","Discarded","Over Production",3,"N/A",9
"194",373,373,"Yankee Pot Roast","Menu","2015-03-30 23:26:04","2015-03-30","","Discarded","Over Production",3,"Pound",9
"195",374,374,"Mashed Potatoes","Menu","2015-03-30 23:26:37","2015-03-30","","Discarded","Over Production",1,"Pound",9
"196",375,375,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-03-30 23:28:01","2015-03-30","","Discarded","Over Production",1,"Each",9
"197",376,376,"Grilled Cheese","Menu","2015-03-30 23:29:06","2015-03-30","","Discarded","Over Production",3,"Each",9
"198",377,377,"Crinkle Cut Fries","Menu","2015-03-30 23:29:39","2015-03-30","","Discarded","Over Production",2,"Pound",9
"199",378,378,"Pepperoni Pizza","Menu","2015-03-30 23:33:47","2015-03-30","","Discarded","Over Production",4,"Portion",9
"200",379,379,"Oatmeal Hot Cereal","Menu","2015-03-31 15:17:08","2015-03-31","","Discarded","Over Production",3,"Pound",9
"201",380,380,"Buttermilk Pancakes","Menu","2015-03-31 15:19:11","2015-03-31","","Discarded","Over Production",2,"Pound",9
"202",381,381,"Scrambled Eggs","Menu","2015-03-31 15:20:25","2015-03-31","","Discarded","Over Production",3,"Pound",9
"203",382,382,"Scrambled Egg Whites","Menu","2015-03-31 15:21:23","2015-03-31","","Discarded","Over Production",2,"Pound",9
"204",383,383,"Whole Wheat French Toast Stix","Menu","2015-03-31 15:22:50","2015-03-31","","Discarded","Over Production",2,"Pound",9
"205",384,384,"Country Style Hash Browns","Menu","2015-03-31 15:24:06","2015-03-31","","Discarded","Over Production",3,"Pound",9
"206",385,385,"Spinach Saute","Menu","2015-03-31 18:21:28","2015-03-31","","Discarded","Over Production",3,"Pound",9
"207",386,386,"Lemon Butter Cod","Menu","2015-03-31 18:22:17","2015-03-31","","Discarded","Over Production",3,"Pound",9
"208",387,387,"Spinach Saute","Menu","2015-03-31 18:23:56","2015-03-31","","Discarded","Over Production",6,"Pound",9
"209",388,388,"Lemon Butter Cod","Menu","2015-03-31 18:24:57","2015-03-31","","Discarded","Over Production",2,"Pound",9
"210",389,389,"Lemon Butter Cod","Menu","2015-03-31 18:25:25","2015-03-31","","Discarded","Over Production",2,"Pound",9
"211",390,390,"Greek Rice Pilaf","Menu","2015-03-31 20:18:28","2015-03-31","","Discarded","Over Production",5,"Pound",9
"212",391,391,"Marinara Sauce","Menu","2015-03-31 20:19:45","2015-03-31","","Discarded","Over Production",3,"Pound",9
"213",392,392,"Meat Sauce","Menu","2015-03-31 20:20:35","2015-03-31","","Discarded","Over Production",2,"Pound",9
"214",393,393,"Garlic Bread","Menu","2015-03-31 20:21:00","2015-03-31","","Discarded","Over Production",1,"Pound",9
"215",396,396,"Meat Sauce","Menu","2015-03-31 22:28:54","2015-03-31","","Discarded","Over Production",6,"Pound",9
"216",397,397,"Chef's Choice Soup du Jour","Menu","2015-03-31 22:56:19","2015-03-31","","Discarded","Over Production",0,"N/A",9
"217",398,398,"Chef's Choice Soup du Jour","Menu","2015-03-31 22:56:46","2015-03-31","","Discarded","Over Production",13,"N/A",9
