"","X","id","itemname","itemtype","datecreated","datedumped","mealtype","actiontaken","actionreason","quantity","quantitytype","locationid"
"1963",2225,2225,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-10-25 23:36:56","2015-10-25","","Discarded","Over Production",5,"Each",9
"1964",2226,2226,"Crinkle Cut Fries","Menu","2015-10-25 23:37:19","2015-10-25","","Discarded","Over Production",1.2,"Pound",9
"1965",2227,2227,"North Salad Bar Waste Module","Menu","2015-10-25 23:37:37","2015-10-25","","Discarded","Over Production",24.8,"Pound",9
"1967",2229,2229,"North Salad Dressing Waste Module","Menu","2015-10-25 23:37:49","2015-10-25","","Discarded","Over Production",5.4,"Pound",9
"1971",2233,2233,"North Deli Bar Waste Module","Menu","2015-10-25 23:38:56","2015-10-25","","Discarded","Over Production",1,"Pound",9
"1989",2253,2253,"Buttermilk Pancakes","Menu","2015-10-26 14:54:52","2015-10-26","","Discarded","Over Production",15,"Each",9
"1990",2254,2254,"Bacon","Menu","2015-10-26 14:55:41","2015-10-26","","Discarded","Over Production",1,"Pound",9
"1991",2255,2255,"Waffles","Menu","2015-10-26 14:56:10","2015-10-26","","Discarded","Over Production",12,"Each",9
"1992",2256,2256,"White Rice","Menu","2015-10-26 18:23:58","2015-10-26","","Discarded","Over Production",4,"Pound",9
"1993",2257,2257,"Corn","Menu","2015-10-26 18:24:11","2015-10-26","","Discarded","Over Production",2,"Pound",9
"1994",2258,2258,"Pepper Steak Stir Fry","Menu","2015-10-26 18:45:59","2015-10-26","","Discarded","Over Production",3,"Pound",9
"1995",2259,2259,"Chef's Choice Soup du Jour","Menu","2015-10-26 19:58:45","2015-10-26","","Discarded","Over Production",8,"Pound",9
"1996",2260,2260,"Meat Sauce","Menu","2015-10-26 19:59:04","2015-10-26","","Discarded","Over Production",12,"Pound",9
"2000",2264,2264,"Sugar & Spice Salmon","Menu","2015-10-26 23:13:38","2015-10-26","","Discarded","Over Production",10,"Portion",9
"2001",2265,2265,"Meat Sauce","Menu","2015-10-26 23:13:50","2015-10-26","","Discarded","Over Production",9,"Pound",9
"2002",2266,2266,"Marinara Sauce","Menu","2015-10-26 23:14:09","2015-10-26","","Discarded","Over Production",5,"Pound",9
"2003",2267,2267,"Vegan Ravioli Caprese","Menu","2015-10-26 23:14:42","2015-10-26","","Discarded","Over Production",4,"Pound",9
"2004",2268,2268,"Chef's Choice Pasta du Jour","Menu","2015-10-26 23:15:07","2015-10-26","","Discarded","Over Production",3.2,"Pound",9
"2005",2269,2269,"White Rice","Menu","2015-10-26 23:20:05","2015-10-26","","Discarded","Over Production",13,"Pound",9
"2009",2273,2273,"North Deli Bar Waste Module","Menu","2015-10-26 23:44:18","2015-10-26","","Discarded","Over Production",1.5,"Pound",9
"2011",2275,2275,"North Salad Dressing Waste Module","Menu","2015-10-26 23:45:12","2015-10-26","","Discarded","Over Production",2.7,"Pound",9
"2013",2277,2277,"North Salad Bar Waste Module","Menu","2015-10-26 23:45:33","2015-10-26","","Discarded","Over Production",14.3,"Pound",9
"2014",2278,2278,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-10-26 23:46:02","2015-10-26","","Discarded","Over Production",2,"Each",9
"2016",2280,2280,"Grilled Cheese","Menu","2015-10-26 23:46:14","2015-10-26","","Discarded","Over Production",6,"Each",9
"2030",2294,2294,"Buttermilk Pancakes","Menu","2015-10-27 15:04:31","2015-10-26","","Discarded","Over Production",36,"Each",9
"2031",2295,2295,"French Toast Stix","Menu","2015-10-27 15:06:45","2015-10-27","","Discarded","Over Production",8.6,"Pound",9
"2032",2296,2296,"Pork Sausage Links","Menu","2015-10-27 15:07:52","2015-10-27","","Discarded","Over Production",6,"Pound",9
"2033",2297,2297,"Steamed Broccoli","Menu","2015-10-27 18:20:01","2015-10-27","","Discarded","Over Production",2.4,"Pound",9
"2034",2298,2298,"Rice Florentine","Menu","2015-10-27 18:35:27","2015-10-27","","Discarded","Over Production",12.2,"Pound",9
"2039",2303,2303,"Chicken and Sausage Gumbo","Menu","2015-10-27 23:17:55","2015-10-27","","Discarded","Over Production",4.4,"Pound",9
"2040",2304,2304,"Marinara Sauce","Menu","2015-10-27 23:18:54","2015-10-27","","Discarded","Over Production",7.9,"Pound",9
"2041",2305,2305,"Meat Sauce","Menu","2015-10-27 23:20:11","2015-10-27","","Discarded","Over Production",5.3,"Pound",9
"2042",2306,2306,"Chicken and Sausage Gumbo","Menu","2015-10-27 23:56:31","2015-10-27","","Discarded","Expired",5,"Each",9
"2043",2307,2307,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-10-27 23:56:44","2015-10-27","","Discarded","Expired",5,"Each",9
"2044",2308,2308,"North Deli Bar Waste Module","Menu","2015-10-27 23:57:44","2015-10-27","","Discarded","Over Production",11,"Pound",9
"2045",2309,2309,"North Salad Dressing Waste Module","Menu","2015-10-27 23:59:10","2015-10-27","","Discarded","Over Production",7.2,"Pound",9
"2046",2310,2310,"North Salad Bar Waste Module","Menu","2015-10-27 23:59:25","2015-10-27","","Discarded","Over Production",18.4,"Pound",9
"2054",2318,2318,"French Dipped Waffles","Menu","2015-10-28 15:14:43","2015-10-28","","Discarded","Over Production",18,"Each",9
"2055",2319,2319,"Pumpkin Pancakes","Menu","2015-10-28 15:15:42","2015-10-28","","Discarded","Over Production",6,"Each",9
"2056",2320,2320,"Home Fries","Menu","2015-10-28 15:16:31","2015-10-28","","Discarded","Over Production",7.6,"Pound",9
"2057",2321,2321,"Cream of Wheat","Menu","2015-10-28 15:17:19","2015-10-28","","Discarded","Over Production",11.8,"Pound",9
"2058",2322,2322,"Turkey Sausage Links","Menu","2015-10-28 15:17:51","2015-10-28","","Discarded","Over Production",40,"Each",9
"2067",2331,2331,"Fried Plantains","Menu","2015-10-28 23:19:02","2015-10-28","","Discarded","Expired",0.2,"Pound",9
"2068",2332,2332,"Meat Sauce","Menu","2015-10-28 23:19:52","2015-10-28","","Discarded","Expired",7,"Pound",9
"2069",2333,2333,"Marinara Sauce","Menu","2015-10-28 23:20:13","2015-10-28","","Discarded","Expired",0,"Pound",9
"2070",2334,2334,"Sauteed Vegetable Medley","Menu","2015-10-28 23:20:36","2015-10-28","","Discarded","Expired",0.5,"Pound",9
"2071",2335,2335,"Tofu Marsala","Menu","2015-10-28 23:21:00","2015-10-28","","Discarded","Expired",0.2,"Pound",9
"2072",2336,2336,"Grilled Chicken Cutlet","Menu","2015-10-28 23:25:08","2015-10-28","","Discarded","Over Production",6,"Pound",9
"2073",2337,2337,"Grilled Cheese","Menu","2015-10-28 23:25:20","2015-10-28","","Discarded","Over Production",5,"Each",9
"2074",2338,2338,"Hamburger No Bun","Menu","2015-10-28 23:25:34","2015-10-28","","Discarded","Over Production",10,"Each",9
"2075",2339,2339,"Memphis Style BBQ Chicken Thighs","Menu","2015-10-28 23:25:54","2015-10-28","","Discarded","Over Production",1,"Each",9
"2076",2340,2340,"Curley Fries","Menu","2015-10-28 23:26:13","2015-10-28","","Discarded","Over Production",2.7,"Pound",9
"2077",2341,2341,"North Salad Bar Waste Module","Menu","2015-10-28 23:26:35","2015-10-28","","Discarded","Over Production",12.7,"Pound",9
"2078",2342,2342,"North Salad Dressing Waste Module","Menu","2015-10-28 23:27:01","2015-10-28","","Discarded","Over Production",4.1,"Pound",9
"2079",2343,2343,"North Deli Bar Waste Module","Menu","2015-10-28 23:27:26","2015-10-28","","Discarded","Over Production",7.9,"Pound",9
"2092",2356,2356,"Apple Cinnamon Bread Pudding","Menu","2015-10-29 22:44:30","2015-10-29","","Discarded","Over Production",24,"Portion",9
"2093",2357,2357,"White Rice","Menu","2015-10-29 23:20:21","2015-10-29","","Discarded","Over Production",5.3,"Pound",9
"2094",2358,2358,"Naan Bread","Menu","2015-10-29 23:21:02","2015-10-29","","Discarded","Over Production",21,"Each",9
"2095",2359,2359,"Grilled Vegetable Panini","Menu","2015-10-29 23:22:35","2015-10-29","","Discarded","Over Production",1,"Each",9
"2096",2360,2360,"Black Bean & Salsa Burger with a Bun","Menu","2015-10-29 23:23:10","2015-10-29","","Discarded","Over Production",3,"Each",9
"2097",2361,2361,"Pea and Potato Samosa","Menu","2015-10-29 23:23:49","2015-10-29","","Discarded","Over Production",2,"Portion",9
"2098",2362,2362,"Steamed Broccoli","Menu","2015-10-29 23:24:39","2015-10-29","","Discarded","Over Production",3,"Pound",9
"2099",2363,2363,"Roasted Cardamom Pineapple","Menu","2015-10-29 23:25:24","2015-10-29","","Discarded","Over Production",8.2,"Pound",9
"2100",2364,2364,"West Indian Braised Pork Chop","Menu","2015-10-29 23:25:51","2015-10-29","","Discarded","Over Production",6,"Each",9
"2101",2365,2365,"Marinara Sauce","Menu","2015-10-29 23:26:02","2015-10-29","","Discarded","Over Production",3.8,"Pound",9
"2102",2366,2366,"Meat Sauce","Menu","2015-10-29 23:26:28","2015-10-29","","Discarded","Over Production",3.6,"Pound",9
"2104",2368,2368,"North Salad Bar Waste Module","Menu","2015-10-29 23:42:30","2015-10-29","","Discarded","Over Production",3,"Pound",9
"2105",2369,2369,"North Deli Bar Waste Module","Menu","2015-10-29 23:42:41","2015-10-29","","Discarded","Over Production",1.5,"Pound",9
"2115",2379,2379,"North Deli Bar Waste Module","Menu","2015-10-30 10:08:01","2015-10-29","","Discarded","Over Production",4.7,"Pound",9
"2125",2389,2389,"Meatballs with Marinara","Menu","2015-10-30 23:32:53","2015-10-30","","Discarded","Over Production",0.4,"Pound",9
"2126",2390,2390,"North Deli Bar Waste Module","Menu","2015-10-30 23:33:14","2015-10-30","","Discarded","Over Production",6,"Pound",9
"2127",2391,2391,"North Salad Dressing Waste Module","Menu","2015-10-30 23:33:31","2015-10-30","","Discarded","Over Production",11.4,"Pound",9
"2128",2392,2392,"North Salad Bar Waste Module","Menu","2015-10-30 23:33:51","2015-10-30","","Discarded","Over Production",19.4,"Pound",9
"2129",2393,2393,"2 oz. Chipotle Cheddar Corn Muffin","Menu","2015-10-30 23:34:09","2015-10-30","","Discarded","Over Production",12,"Portion",9
"2130",2394,2394,"Marinara Sauce","Menu","2015-10-30 23:34:35","2015-10-30","","Discarded","Over Production",5,"Pound",9
"2132",2396,2396,"Pulled Pork","Menu","2015-10-31 18:45:08","2015-10-31","","Discarded","Over Production",3,"Pound",9
"2133",2397,2397,"Bacon","Menu","2015-10-31 18:45:38","2015-10-31","","Discarded","Over Production",2,"Pound",9
"2138",2403,2403,"Lasagna Roll Ups","Menu","2015-10-31 23:25:12","2015-10-31","","Discarded","Over Production",3,"Pound",9
"2139",2404,2404,"Morrocan Garlic Lemon Chicken","Menu","2015-10-31 23:25:30","2015-10-31","","Discarded","Over Production",4,"Pound",9
"2140",2405,2405,"North Salad Bar Waste Module","Menu","2015-10-31 23:25:45","2015-10-31","","Discarded","Over Production",7,"Pound",9
"2141",2406,2406,"North Salad Dressing Waste Module","Menu","2015-10-31 23:26:11","2015-10-31","","Discarded","Over Production",2.2,"Pound",9
"2142",2407,2407,"Meat Sauce","Menu","2015-10-31 23:26:30","2015-10-31","","Discarded","Over Production",1.3,"Pound",9
"2143",2408,2408,"Moroccan Couscous","Menu","2015-10-31 23:26:47","2015-10-31","","Discarded","Over Production",2.3,"Pound",9
"2144",2409,2409,"Gingered Green Beans and Carrots","Menu","2015-10-31 23:27:00","2015-10-31","","Discarded","Over Production",3,"Pound",9
"2145",2410,2410,"North Deli Bar Waste Module","Menu","2015-10-31 23:27:17","2015-10-31","","Discarded","Over Production",4.2,"Pound",9
"2150",2417,2417,"Meat Sauce","Menu","2015-11-02 00:29:03","2015-11-01","","Discarded","Over Production",3,"Pound",9
"2151",2418,2418,"Grilled Cheese","Menu","2015-11-02 00:29:26","2015-11-01","","Discarded","Over Production",5,"Each",9
"2152",2419,2419,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-11-02 00:29:56","2015-11-01","","Discarded","Over Production",93,"Each",9
"2153",2420,2420,"Hamburger No Bun","Menu","2015-11-02 00:30:20","2015-11-01","","Discarded","Over Production",3,"Each",9
"2154",2421,2421,"Grilled Chicken Cutlet","Menu","2015-11-02 00:30:44","2015-11-01","","Discarded","Over Production",7,"Each",9
"2155",2422,2422,"North Salad Dressing Waste Module","Menu","2015-11-02 00:31:05","2015-11-01","","Discarded","Over Production",4.9,"Pound",9
"2156",2423,2423,"North Salad Bar Waste Module","Menu","2015-11-02 00:31:28","2015-11-01","","Discarded","Over Production",5.3,"Pound",9
"2157",2424,2424,"Marinara Sauce","Menu","2015-11-02 00:32:48","2015-11-01","","Discarded","Over Production",1.5,"Pound",9
"2158",2425,2425,"Meat Sauce","Menu","2015-11-02 00:33:20","2015-11-01","","Discarded","Over Production",1.5,"Pound",9
"2159",2426,2426,"BBQ Baked Beans","Menu","2015-11-02 00:33:37","2015-11-01","","Discarded","Over Production",2,"Pound",9
"2160",2427,2427,"Broccoli Macaroni & Cheese","Menu","2015-11-02 00:33:53","2015-11-01","","Discarded","Over Production",3,"Pound",9
"2161",2428,2428,"White Rice","Menu","2015-11-02 00:34:04","2015-11-01","","Discarded","Over Production",3,"Pound",9
"2168",2435,2435,"French Toast Stix","Menu","2015-11-02 15:58:35","2015-11-02","","Discarded","Over Production",1.4,"Portion",9
"2169",2436,2436,"Buttermilk Pancakes","Menu","2015-11-02 15:59:42","2015-11-02","","Discarded","Over Production",35,"Each",9
"2170",2438,2438,"White Rice","Menu","2015-11-02 19:32:38","2015-11-02","","Discarded","Over Production",1.8,"Pound",9
"2171",2439,2439,"Sauteed Peppers","Menu","2015-11-02 19:32:53","2015-11-02","","Discarded","Over Production",0.7,"Pound",9
"2172",2440,2440,"Sauteed Peppers","Menu","2015-11-02 19:32:58","2015-11-02","","Discarded","Over Production",0.7,"Pound",9
"2173",2441,2441,"Chef's Choice Pasta du Jour","Menu","2015-11-02 19:57:58","2015-11-02","","Discarded","Expired",2.3,"Pound",9
"2178",2446,2446,"North Salad Bar Waste Module","Menu","2015-11-03 00:29:17","2015-11-02","","Discarded","Over Production",21.2,"Pound",9
"2179",2447,2447,"North Deli Bar Waste Module","Menu","2015-11-03 00:29:41","2015-11-02","","Discarded","Over Production",3.5,"Pound",9
"2180",2448,2448,"Grilled Caesar Chicken","Menu","2015-11-03 00:31:23","2015-11-02","","Discarded","Over Production",7,"Each",9
"2181",2449,2449,"Basmati Rice","Menu","2015-11-03 00:31:44","2015-11-02","","Discarded","Over Production",5.1,"Pound",9
"2182",2450,2450,"Linguini w/ Roasted Tomatoes","Menu","2015-11-03 00:31:54","2015-11-02","","Discarded","Over Production",3.8,"Pound",9
"2183",2451,2451,"Marinara Sauce","Menu","2015-11-03 00:32:16","2015-11-02","","Discarded","Over Production",2.1,"Pound",9
"2184",2452,2452,"Meat Sauce","Menu","2015-11-03 00:32:29","2015-11-02","","Discarded","Over Production",2.5,"Pound",9
"2185",2453,2453,"Chef's Choice Pasta du Jour","Menu","2015-11-03 00:32:40","2015-11-02","","Discarded","Over Production",4.4,"Pound",9
"2205",2473,2473,"Special Pizza","Menu","2015-11-03 21:53:33","2015-11-03","","Discarded","Over Production",0.1,"Each",9
"2206",2474,2474,"Pernil","Menu","2015-11-04 00:11:12","2015-11-03","","Discarded","Over Production",3.7,"Pound",9
"2207",2475,2475,"Santa Fe Chicken with Corn Salsa","Menu","2015-11-04 00:11:37","2015-11-03","","Discarded","Over Production",4.1,"Pound",9
"2208",2476,2476,"Ranch Roasted Potatoes","Menu","2015-11-04 00:13:41","2015-11-03","","Discarded","Over Production",3.7,"Pound",9
"2209",2477,2477,"White Rice","Menu","2015-11-04 00:14:03","2015-11-03","","Discarded","Over Production",3.3,"Pound",9
"2210",2478,2478,"Marinara Sauce","Menu","2015-11-04 00:23:18","2015-11-03","","Discarded","Over Production",4.3,"Pound",9
"2211",2479,2479,"Chef's Choice Pasta du Jour","Menu","2015-11-04 00:23:36","2015-11-03","","Discarded","Over Production",5.7,"Pound",9
"2212",2480,2480,"Sauteed Kale","Menu","2015-11-04 00:23:58","2015-11-03","","Discarded","Over Production",2.5,"Pound",9
"2213",2481,2481,"Fresh Roasted Carrots","Menu","2015-11-04 00:24:13","2015-11-03","","Discarded","Over Production",9.8,"Pound",9
"2238",2507,2507,"Grilled Chicken Cutlet","Menu","2015-11-05 00:24:08","2015-11-04","","Discarded","Over Production",21,"Each",9
"2239",2508,2508,"Grilled Cheese","Menu","2015-11-05 00:24:24","2015-11-04","","Discarded","Over Production",4,"Portion",9
"2241",2510,2510,"Hamburger No Bun","Menu","2015-11-05 00:24:39","2015-11-04","","Discarded","Over Production",15,"Portion",9
"2242",2511,2511,"Fish Taco with Chipotle Cream and Salsa Fresca","Menu","2015-11-05 00:24:58","2015-11-04","","Discarded","Over Production",4,"Portion",9
"2243",2512,2512,"Beef Steak Tacos","Menu","2015-11-05 00:25:18","2015-11-04","","Discarded","Over Production",10,"Pound",9
"2244",2513,2513,"Marinara Sauce","Menu","2015-11-05 00:25:52","2015-11-04","","Discarded","Over Production",1.5,"Pound",9
"2245",2514,2514,"North Deli Bar Waste Module","Menu","2015-11-05 00:26:14","2015-11-04","","Discarded","Over Production",7.9,"Pound",9
"2246",2515,2515,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-11-05 00:26:25","2015-11-04","","Discarded","Over Production",12,"Each",9
"2247",2516,2516,"North Salad Bar Waste Module","Menu","2015-11-05 00:47:13","2015-11-04","","Discarded","Over Production",6.2,"Pound",9
"2256",2525,2525,"Oatmeal Hot Cereal","Menu","2015-11-05 11:29:14","2015-11-04","","Discarded","Over Production",5.8,"Pound",9
"2257",2526,2526,"Fried Hash Brown Patties","Menu","2015-11-05 11:29:40","2015-11-05","","Discarded","Over Production",1.9,"Pound",9
"2261",2530,2530,"French Dipped Waffles","Menu","2015-11-05 15:48:00","2015-11-05","","Discarded","Over Production",36,"Portion",9
"2262",2531,2531,"Apple Pancakes","Menu","2015-11-05 15:48:46","2015-11-05","","Discarded","Over Production",30,"Portion",9
"2267",2536,2536,"Turkey Sausage Links","Menu","2015-11-05 21:03:26","2015-11-05","","Discarded","Over Production",3,"Pound",9
"2268",2537,2537,"White Rice","Menu","2015-11-05 21:03:59","2015-11-05","","Discarded","Over Production",3.2,"Pound",9
"2269",2538,2538,"American Chop Suey","Menu","2015-11-05 21:06:00","2015-11-05","","Discarded","Over Production",9.6,"Pound",9
"2271",2540,2540,"Apple Cinnamon Bread Pudding","Menu","2015-11-05 21:08:19","2015-11-05","","Discarded","Over Production",4.4,"Pound",9
"2272",2541,2541,"Chef's Choice Pasta du Jour","Menu","2015-11-05 21:09:10","2015-11-05","","Discarded","Over Production",2.1,"Pound",9
"2273",2542,2542,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-11-06 00:10:43","2015-11-05","","Discarded","Over Production",3,"Portion",9
"2278",2547,2547,"Sauteed Pork Cutlet","Menu","2015-11-06 00:23:47","2015-11-05","","Discarded","Over Production",4,"Pound",9
"2279",2548,2548,"Tokyo Noodles","Menu","2015-11-06 00:24:11","2015-11-05","","Discarded","Over Production",5.4,"Pound",9
"2280",2549,2549,"BBQ Chicken Drumsticks","Menu","2015-11-06 00:25:01","2015-11-05","","Discarded","Over Production",3.3,"Pound",9
"2281",2550,2550,"Chef's Choice Pasta du Jour","Menu","2015-11-06 00:25:32","2015-11-05","","Discarded","Over Production",0.7,"Pound",9
"2282",2551,2551,"Roasted Root Vegetables","Menu","2015-11-06 00:26:03","2015-11-05","","Discarded","Over Production",4.6,"Pound",9
"2283",2552,2552,"Red Petite Potatoes w/Dill","Menu","2015-11-06 00:26:44","2015-11-05","","Discarded","Over Production",1.4,"Pound",9
"2284",2553,2553,"Vegan Mongolian Stir Fry","Menu","2015-11-06 00:27:22","2015-11-05","","Discarded","Over Production",0.6,"Pound",9
"2285",2554,2554,"Curried Sweet Potato and Apple Pilaf","Menu","2015-11-06 00:28:10","2015-11-05","","Discarded","Over Production",0.7,"Pound",9
"2286",2555,2555,"Meat Sauce","Menu","2015-11-06 00:29:05","2015-11-05","","Discarded","Over Production",2.9,"Pound",9
"2287",2556,2556,"Marinara Sauce","Menu","2015-11-06 00:29:41","2015-11-05","","Discarded","Over Production",2,"Pound",9
"2288",2557,2557,"North Salad Bar Waste Module","Menu","2015-11-06 00:41:16","2015-11-05","","Discarded","Over Production",17.4,"Pound",9
"2296",2566,2566,"Blueberry Pancakes","Menu","2015-11-06 16:02:11","2015-11-06","","Discarded","Quality",0.1,"Each",9
"2297",2567,2567,"French Toast Stix","Menu","2015-11-06 16:03:14","2015-11-06","","Discarded","Quality",2.8,"Each",9
"2304",2574,2574,"Chili con Carne","Menu","2015-11-06 21:22:50","2015-11-06","","Discarded","Over Production",4,"Pound",9
"2305",2575,2575,"White Rice","Menu","2015-11-06 21:25:32","2015-11-06","","Discarded","Over Production",3,"Pound",9
"2306",2576,2576,"El Nacho Grande","Menu","2015-11-06 21:25:55","2015-11-06","","Discarded","Over Production",1,"Pound",9
"2309",2579,2579,"Baked Potatoes","Menu","2015-11-07 00:15:19","2015-11-06","","Discarded","Over Production",8,"Each",9
"2312",2582,2582,"Zesty Fried Chicken Tenders","Menu","2015-11-07 00:18:19","2015-11-06","","Discarded","Over Production",6,"Each",9
"2317",2587,2587,"Grilled Chicken Cutlet","Menu","2015-11-07 00:19:08","2015-11-06","","Discarded","Over Production",17,"Each",9
"2318",2588,2588,"Baked Beans","Menu","2015-11-07 00:20:17","2015-11-06","","Discarded","Over Production",9.2,"Pound",9
"2319",2589,2589,"Chef's Choice Pasta du Jour","Menu","2015-11-07 00:22:02","2015-11-06","","Discarded","Over Production",5.3,"Pound",9
"2320",2590,2590,"North Salad Bar Waste Module","Menu","2015-11-07 00:23:25","2015-11-06","","Discarded","Over Production",27,"Pound",9
"2321",2591,2591,"North Salad Dressing Waste Module","Menu","2015-11-07 00:23:59","2015-11-06","","Discarded","Over Production",9,"Pound",9
"2322",2592,2592,"North Deli Bar Waste Module","Menu","2015-11-07 00:24:26","2015-11-06","","Discarded","Over Production",7.8,"Pound",9
"2323",2593,2593,"Potato Bar Toppings","Menu","2015-11-07 00:28:03","2015-11-06","","Discarded","Over Production",5,"Pound",9
"2325",2595,2595,"Blueberry Pancakes","Menu","2015-11-07 19:23:54","2015-11-07","","Discarded","Over Production",2.5,"Pound",9
"2326",2596,2596,"French Toast Stix","Menu","2015-11-07 19:24:42","2015-11-07","","Discarded","Over Production",35,"Each",9
"2327",2597,2597,"Buttermilk Pancakes","Menu","2015-11-07 20:00:15","2015-11-07","","Discarded","Over Production",8,"Portion",9
"2328",2598,2598,"French Toast","Menu","2015-11-07 20:00:47","2015-11-07","","Discarded","Over Production",12,"Portion",9
"2329",2599,2599,"Very Berry Topping","Menu","2015-11-07 20:01:32","2015-11-07","","Discarded","Over Production",6,"Pound",9
"2334",2604,2604,"Marinara Sauce","Menu","2015-11-07 21:12:05","2015-11-07","","Discarded","Over Production",2.8,"Pound",9
"2335",2605,2605,"Meat Sauce","Menu","2015-11-07 21:12:29","2015-11-07","","Discarded","Over Production",2.7,"Pound",9
"2336",2606,2606,"Chef's Choice Pasta du Jour","Menu","2015-11-07 21:27:38","2015-11-07","","Discarded","Over Production",2.9,"Pound",9
"2343",2613,2613,"Hamburger No Bun","Menu","2015-11-08 00:25:50","2015-11-07","","Discarded","Over Production",8,"Each",9
"2344",2614,2614,"Grilled Cheese","Menu","2015-11-08 00:26:33","2015-11-07","","Discarded","Over Production",3,"Each",9
"2345",2615,2615,"Grilled Chicken Cutlet","Menu","2015-11-08 00:26:49","2015-11-07","","Discarded","Over Production",8,"Each",9
"2346",2616,2616,"Curley Fries","Menu","2015-11-08 00:27:10","2015-11-07","","Discarded","Over Production",1.5,"Pound",9
"2347",2617,2617,"North Salad Bar Waste Module","Menu","2015-11-08 00:27:34","2015-11-07","","Discarded","Over Production",41,"Pound",9
"2348",2618,2618,"North Salad Dressing Waste Module","Menu","2015-11-08 00:27:50","2015-11-07","","Discarded","Over Production",10,"Pound",9
"2349",2619,2619,"Chicken Piccata","Menu","2015-11-08 00:28:16","2015-11-07","","Discarded","Over Production",5,"Portion",9
"2350",2620,2620,"Sesame Ginger Salmon w/ Mandarin Orange Relish","Menu","2015-11-08 00:28:30","2015-11-07","","Discarded","Over Production",6,"Portion",9
"2351",2621,2621,"Roasted Garlic Potatoes","Menu","2015-11-08 00:28:46","2015-11-07","","Discarded","Over Production",2.6,"Pound",9
"2352",2622,2622,"Ham and Pepperoni Stromboli","Menu","2015-11-08 00:28:59","2015-11-07","","Discarded","Over Production",1,"Pound",9
"2354",2624,2624,"Grilled Chicken Cutlet","Menu","2015-11-08 15:11:09","2015-11-08","","Discarded","Over Production",1,"Portion",9
"2361",2631,2631,"Chef's Choice Pasta du Jour","Menu","2015-11-09 00:22:39","2015-11-08","","Discarded","Expired",1.7,"Pound",9
"2362",2632,2632,"Curley Fries","Menu","2015-11-09 00:23:01","2015-11-08","","Discarded","Expired",0.5,"Pound",9
"2363",2633,2633,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-11-09 00:23:11","2015-11-08","","Discarded","Expired",5,"Each",9
"2364",2634,2634,"Hamburger No Bun","Menu","2015-11-09 00:23:22","2015-11-08","","Discarded","Expired",2,"Each",9
"2365",2635,2635,"Meat Sauce","Menu","2015-11-09 00:23:36","2015-11-08","","Discarded","Expired",0.7,"Pound",9
"2366",2636,2636,"Baked Ziti","Menu","2015-11-09 00:28:13","2015-11-08","","Discarded","Expired",25,"Pound",9
"2367",2637,2637,"Brown Gravy","Menu","2015-11-09 00:28:37","2015-11-08","","Discarded","Expired",0.8,"Pound",9
"2368",2638,2638,"Chicken Rustica","Menu","2015-11-09 00:29:04","2015-11-08","","Discarded","Expired",1.8,"Pound",9
"2369",2639,2639,"Hamburger No Bun","Menu","2015-11-09 00:29:21","2015-11-08","","Discarded","Expired",5,"Each",9
"2370",2640,2640,"Meat Sauce","Menu","2015-11-09 00:29:41","2015-11-08","","Discarded","Expired",2,"Pound",9
"2371",2641,2641,"Sauteed Vegetable Medley","Menu","2015-11-09 00:29:55","2015-11-08","","Discarded","Expired",0.2,"Pound",9
"2372",2642,2642,"Chef's Choice Pasta du Jour","Menu","2015-11-09 00:30:20","2015-11-08","","Discarded","Expired",1.7,"Pound",9
"2373",2643,2643,"Grilled Cheese","Menu","2015-11-09 00:30:36","2015-11-08","","Discarded","Expired",3,"Each",9
"2374",2644,2644,"Grilled Hot Dogs w/ Toasted Roll","Menu","2015-11-09 00:30:46","2015-11-08","","Discarded","Expired",5,"Each",9
"2375",2645,2645,"Marinara Sauce","Menu","2015-11-09 00:30:57","2015-11-08","","Discarded","Expired",0.2,"Pound",9
"2376",2646,2646,"Smashed Yukon Gold Potatoes","Menu","2015-11-09 00:31:24","2015-11-08","","Discarded","Expired",7.5,"Pound",9
"2377",2647,2647,"White Rice","Menu","2015-11-09 00:31:38","2015-11-08","","Discarded","Expired",4,"Pound",9
"2379",2649,2649,"North Salad Dressing Waste Module","Menu","2015-11-09 00:41:05","2015-11-08","","Discarded","Over Production",28.2,"Pound",9
"2380",2650,2650,"North Salad Dressing Waste Module","Menu","2015-11-09 00:41:25","2015-11-08","","Discarded","Over Production",8.4,"Pound",9
"2381",2651,2651,"North Deli Bar Waste Module","Menu","2015-11-09 00:41:38","2015-11-08","","Discarded","Over Production",1,"Portion",9
"2383",2653,2653,"Cheese Pizza","Menu","2015-11-09 00:41:53","2015-11-08","","Discarded","Over Production",16,"Portion",9
"2393",2663,2663,"Chipotle Ranch Grilled Chicken","Menu","2015-11-09 21:18:42","2015-11-09","","Discarded","Over Production",5.5,"Pound",9
"2394",2664,2664,"Marinara Sauce","Menu","2015-11-09 21:21:19","2015-11-09","","Discarded","Over Production",3,"Pound",9
