,Frequency,Location,PLU,ItemName,Most_Recent_LoggedDate
1263,1,West hartford,46000064783,Grilled Tofu,2019-10-04
1264,1,West hartford,46000030846,HASH ROOT VEG HONEY PEPPER GARLIC HB,2019-12-13
1265,1,West hartford,46000020861,MACARONI CHEESE MUSHROOM BUTTERNUT HB,2019-12-08
1266,1,West hartford,46000020861,MACARONI CHEESE MUSHROOM BUTTERNUT HB,2019-11-18
1267,1,West hartford,46000024415,"Passover, Rosemary Roasted Potatoes with Lemon",2019-10-19
1268,1,West hartford,46000059701,"Pollock, Olive Tomato & Parsley HSH NA",2019-12-13
1269,1,West hartford,46000059701,"Pollock, Olive Tomato & Parsley HSH NA",2019-12-13
1270,1,West hartford,46000019141,RICE LIME CILANTRO HB,2019-12-14
1271,1,West hartford,46000030852,SALAD BRUSSELS BUTTERNUT MAPLE WALNUT SB,2019-12-15
1272,1,West hartford,9948248557,SOUP AROMATIC BUTTERNUT,2019-12-13
1273,1,West hartford,9948248921,SOUP VEGAN PUMPKIN,2019-12-13
1274,1,West hartford,46000030044,STEW SPICY MUSHROOM ETOUFFEE HB,2019-11-30
1275,1,West hartford,46000030045,SWEET POTATO MAPLE MASHED HB,2019-12-08
1276,1,West hartford,46000021987,"Salad, Cranberry Orange Kale SB NA",2019-12-15
1277,0,West hartford,46000001661,Plantains,
1278,0,West hartford,46000059700,Ham & Cheese Omelet,
1279,0,West hartford,46000064881,Challah French Toast,
1280,0,West hartford,46000063817,Corned Beef Hash,
1281,0,West hartford,46000025644,Quiche Lorraine,
1282,0,West hartford,26747000000,Cajun Wedged Sweet Potatoes,
1283,0,West hartford,46000026998,Blistered Tom & Artichoke Pork Loin,
1284,0,West hartford,46000027005,Mediterranean Sweet Potato,
1285,0,West hartford,46000027003,Pistachio Parsley Rice,
1286,0,West hartford,46000026992,Honey Pistachio Green Beans,
1287,0,West hartford,46000024224,Garlic Zucchini,
1288,0,West hartford,46000024976,"Chicken, Mushroom Herb",
1289,0,West hartford,46000029958,"Sweet Potato, Mangalore Ghee with Spinach",
1290,0,West hartford,46000026168,Turmeric Kale Rice,
1291,0,West hartford,46000060410,"Lasagna, Cheese Severino",
1292,0,West hartford,46000029307,"Pot Pie, Chicken Mushroom Bacon",
1293,0,West hartford,46000029308,"Pot Pie, Turkey Mushroom Bacon",
1294,0,West hartford,46000029310,"Romanesco, Autumn with Vegan Parmesan",
1295,0,West hartford,46000024077,Chinese Black Pepper Green Beans,
1296,0,West hartford,46000018433,Berry Power Salad,
1297,0,West hartford,46000027163,Potato & Scallion Salad,
1298,0,West hartford,46000060285,Sweet Potato & Vidalia Onion,
1299,0,West hartford,27661900000,Roman Cappellini Pasta Salad,
1300,0,West hartford,27661300000,Bistro Pasta Salad,
1301,0,West hartford,46000024072,Mediterranean Salmon Salad,
1302,0,West hartford,46000025181,Chophouse Steak Salad,
1303,0,West hartford,46000024081,Mexican Caesar Salad,
1304,0,West hartford,46000007477,Summer Squash,
1305,0,West hartford,46000059426,Snap Peas,
1306,0,West hartford,46000013170,Seasonal Citrus,
1307,0,West hartford,46000055744,Blackberries,
1308,0,West hartford,46000055827,Red Grapes,
1309,0,West hartford,46000055938,Strawberries,
1310,0,West hartford,46000055747,Blueberries,
1311,0,West hartford,46000055836,Honeydew Melon,
1312,0,West hartford,46000058735,Dolmas,
1313,0,West hartford,48000004687,CABBAGE RED SHRD 4/5LB OG,
1314,0,West hartford,46000055286,OATS STEEL CUT PREPARED HB,
1315,0,West hartford,46000008487,CUCUMBER SB,
1316,0,West hartford,46000064386,RICE WHITE COOKED HB,
1317,0,West hartford,46000064385,RICE BROWN COOKED HB,
1318,0,West hartford,46000006964,"Salad, Chicken Balsamic with Vegetables NA",
1319,0,West hartford,46000011879,"Salad, Quinoa with Celeriac & Apples SB NA",
1320,0,West hartford,46000063905,"Salad, Broccoli Crunch RFG CE",
1321,0,West hartford,46000063687,Purple Cauliflower,
1322,0,West hartford,46000055829,Blanched Green Beans,
1323,0,West hartford,46000063681,Red Grape Tomatoes,
1324,0,West hartford,46000018408,"Cauliflower, Kounoupidi with Pistachios & Mint HB NA",
1325,0,West hartford,46000026993,"Green Beans, Tomato Garlic HB NA",
1326,0,West hartford,46000018440,"Rice, Spanakorizo HB NA",
1327,0,West hartford,46000025412,"Beef, Feta Olive HB NA",
1328,0,West hartford,46000018407,"Potatoes, Patates Psites HB NA",
1329,0,West hartford,46000030013,traditional latkes,
1330,0,West hartford,46000030039,"Green Beans, Mushrooms & Tehina 1.5lb eStore CE",
1331,0,West hartford,46000030036,"Eggplant, Twice Cooked 2lb eStore CE",
1332,0,West hartford,46000030015,Leek & Potato Cakes 2lb Chef LMT eStore CE,
1333,0,West hartford,46000030029,"Chicken, Schnitzel with Apple Amba 4lb eStore CE",
1334,0,West hartford,9948248927,ALPHABET SOUP,
1335,0,West hartford,9948248923,JERK CHICKEN,
1336,0,West hartford,9948248931,QUINOA CHILI,
1337,0,West hartford,9948248935,SOUP CREAMY MUSHROOM,
1338,0,West hartford,66797875742,SOUP ITALIAN WEDDING,
1339,0,West hartford,46000055823,gigande beans in vinaigrette,
1340,0,West hartford,46000021749,Ruby Red Grapefruit Rounds,
1341,0,West hartford,46000029640,Opal Apple,
1342,0,West hartford,46000062563,Pomegranate Seeds,
1343,0,West hartford,46000031321,SALAD TUNA CITRUS JICAMA SB,
1344,0,West hartford,46000030849,SALAD APPLE ENDIVE GRUYERE SB,
1345,0,West hartford,46000031320,SALAD PASTA RSTD BROCCOLI RABE ONION SB,
1346,380,Cranston,46000060414,Macaroni & Cheese,2019-12-15
1347,361,Cranston,46000007582,Chicken Tenders,2019-12-15
1348,327,Cranston,46000057474,Mashed Potatoes,2019-12-15
1349,297,Cranston,46000064878,Waffle Fries,2019-12-15
1350,292,Cranston,46000064891,Steamed Broccoli,2019-12-15
1351,258,Cranston,46000064578,American Chop Suey,2019-12-15
1352,201,Cranston,46000064980,Tomato Olive Chicken,2019-12-15
1353,201,Cranston,46000064980,Tomato Olive Chicken,2019-12-14
1354,193,Cranston,46000064940,EGGS SCRAMBLED HB,2019-12-15
1355,175,Cranston,46000059700,OMELETTE HAM CHEESE HB,2019-12-15
1356,168,Cranston,46000060011,Bacon,2019-12-15
1357,162,Cranston,46000064881,FRENCH TOAST CHALLAH HB,2019-12-15
1358,147,Cranston,46000008433,POTATO HOME FRIES HB,2019-12-15
1359,135,Cranston,46000063826,HUEVOS RANCHEROS HB,2019-12-15
1360,132,Cranston,46000063709,Buffalo Wings,2019-12-15
1361,131,Cranston,46000059680,MUSHROOMS GARLIC SAUTEED SB,2019-12-15
1362,126,Cranston,46000060718,Saffron Rice,2019-11-21
1363,120,Cranston,46000064784,SWEET POTATO ROASTED HB,2019-12-14
1364,117,Cranston,46000055863,Romaine Lettuce,2019-12-13
1365,117,Cranston,46000055863,Romaine Lettuce,2019-12-03
1366,113,Cranston,46000016160,Buttered Chicken Meatballs,2019-11-23
1367,111,Cranston,46000059679,PEPPERS ONIONS SAUTEED SB,2019-12-14
1368,109,Cranston,46000057439,Chicken Tikka Masala,2019-11-01
1369,106,Cranston,46000055843,Organic Kale,2019-12-13
1370,106,Cranston,46000007560,TOFU SCRAMBLE BREAKFAST HB,2019-12-15
1371,105,Cranston,46000028962,Marias Meatballs,2019-12-15
1372,99,Cranston,46000057364,Vegetable Korma,2019-11-11
1373,94,Cranston,46000017288,Roasted vegetables,2019-12-15
1374,91,Cranston,46000008434,POTATO HASH BROWN WITH BUTTER HB,2019-12-15
1375,86,Cranston,46000057583,Potato Samosa,2019-11-02
1376,83,Cranston,46000063816,SAUSAGE BREAKFAST LINKS HB,2019-12-15
1377,79,Cranston,46000029305,Creamy Smoked Mushroom Meatloaf,2019-12-04
1378,79,Cranston,46000029305,Creamy Smoked Mushroom Meatloaf,2019-12-04
1379,77,Cranston,46000064890,Green Beans With Roasted Garlic NA,2019-12-15
1380,72,Cranston,46000007581,"Potatoes, Roasted Garlic & Rosemary HB NA",2019-12-14
1381,70,Cranston,46000065008,BACON TURKEY COOKED HB,2019-12-15
1382,65,Cranston,46000055935,Organic Spring Mix,2019-12-13
1383,65,Cranston,46000057614,Roasted Brussel Sprouts,2019-12-15
1384,57,Cranston,46000020417,Traditional Herb Stuffing,2019-12-09
1385,55,Cranston,46000055848,Kidney Beans,2019-12-14
1386,54,Cranston,46000064579,Grilled Tomato,2019-12-14
1387,53,Cranston,46000064903,Bacon Bits,2019-11-12
1388,51,Cranston,46000007288,Blue Cheese Crumbles,2019-10-16
1389,51,Cranston,46000055934,Organic Baby Spinach,2019-11-29
1390,51,Cranston,46000055903,Pineapple,2019-12-03
1391,50,Cranston,46000064385,RICE BROWN COOKED HB,2019-12-15
1392,50,Cranston,46000064385,RICE BROWN COOKED HB,2019-12-15
1393,49,Cranston,46000008487,Cucumber Rounds,2019-12-10
1394,49,Cranston,46000020407,"Sweet Potato, Maple Roasted HB NA",2019-12-15
1395,49,Cranston,46000020407,"Sweet Potato, Maple Roasted HB NA",2019-12-14
1396,48,Cranston,46000007332,Grilled Eggplant,2019-12-13
1397,47,Cranston,46000029302,"Fish, Baked with Butternut Sauce Garlic & Chili HB NA",2019-12-13
1398,47,Cranston,46000064783,Grilled Tofu,2019-12-14
1399,46,Cranston,46000029299,"Brussels Sprouts, Cacio e Pepe HB NA",2019-12-15
1400,46,Cranston,46000007333,Grilled Fennel,2019-12-13
1401,46,Cranston,46000055773,Organic Matchstick Carrots,2019-11-18
1402,45,Cranston,46000027163,Grilled Potato Scallion Salad,2019-12-12
1403,45,Cranston,46000055715,Organic Arugula,2019-12-13
1404,44,Cranston,46000029300,Butternut Orange Cauliflower Wedges,2019-11-14
1405,44,Cranston,46000029300,Butternut Orange Cauliflower Wedges,2019-10-24
1406,43,Cranston,46000060270,BBQ Wings,2019-12-15
1407,43,Cranston,46000030030,Collard Greens & Tomatoes,2019-12-15
1408,43,Cranston,46000007336,Grilled Asparagus,2019-12-13
1409,43,Cranston,46000027169,Hatch Turkey Chili Salad,2019-12-13
1410,43,Cranston,46000055913,QUINOA OG SB,2019-12-10
1411,43,Cranston,46000029060,Sicilian Cauliflower,2019-12-13
1412,42,Cranston,46000064656,Salad Chicken Roasted Garlic Asparagus,2019-12-13
1413,42,Cranston,28796400000,Sante Fe Turkey Tips,2019-12-13
1414,41,Cranston,46000055871,Slice Button Mushrooms,2019-12-14
1415,40,Cranston,46000055728,BEETS CV SB,2019-12-12
1416,40,Cranston,46000060413,Bourbon Wings,2019-12-15
1417,40,Cranston,46000020411,"Cauliflower, Roasted Chile & Garlic HB NA",2019-12-08
1418,40,Cranston,46000020411,"Cauliflower, Roasted Chile & Garlic HB NA",2019-11-21
1419,40,Cranston,46000055820,Chickpeas,2019-12-14
1420,40,Cranston,46000024765,Israeli Cucumber Salad,2019-12-13
1421,40,Cranston,46000029306,Pierogies with onions,2019-12-15
1422,40,Cranston,46000029306,Pierogies with onions,2019-12-14
1423,40,Cranston,46000010703,Tailgate Coleslaw,2019-12-15
1424,39,Cranston,46000024073,Antipasto Salad,2019-12-13
1425,39,Cranston,46000055775,CV Cauliflower,2019-12-10
1426,39,Cranston,46000024561,Eggplant Rollatinis,2019-12-10
1427,38,Cranston,46000064581,Grilled zucchini,2019-12-14
1428,38,Cranston,46000055836,Honeydew,2019-12-09
1429,38,Cranston,46000064885,"Nuggets, Sesame Vegan HB NA",2019-11-18
1430,38,Cranston,46000064885,"Nuggets, Sesame Vegan HB NA",2019-11-18
1431,38,Cranston,46000050194,QUICHE FLORENTINE 24OZ HB,2019-12-15
1432,38,Cranston,46000011734,Shredded Parmesan,2019-10-22
1433,37,Cranston,46000055768,Cantelope,2019-12-09
1434,37,Cranston,46000011157,Fried Buffalo Chicken Strips,2019-12-15
1435,37,Cranston,46000007116,Grated Parmesan,2019-11-04
1436,37,Cranston,28452000000,Grilled Chicken,2019-11-17
1437,37,Cranston,46000055832,Hard Boild Eggs,2019-12-14
1438,37,Cranston,46000055832,Hard Boild Eggs,2019-12-10
1439,36,Cranston,46000030037,Green Beans and Garlic,2019-12-15
1440,36,Cranston,46000030037,Green Beans and Garlic,2019-12-14
1441,36,Cranston,46000030037,Green Beans and Garlic,2019-12-14
1442,36,Cranston,46000063808,OATMEAL STEEL CUT COCONUT MILK HB,2019-12-14
1443,36,Cranston,26139600000,ORZO SALAD HEIRLOOM TOMATO KALE CC,2019-12-15
1444,36,Cranston,26139600000,ORZO SALAD HEIRLOOM TOMATO KALE CC,2019-10-13
1445,36,Cranston,46000055911,Red & White Quinoa,2019-12-15
1446,36,Cranston,46000055911,Red & White Quinoa,2019-12-10
1447,36,Cranston,46000059669,Tabbouleh,2019-12-10
1448,35,Cranston,46000026514,BBQ Peach Collard Kale Salad,2019-10-14
1449,35,Cranston,46000028909,Chicken Breast Mustard Glaze,2019-11-22
1450,35,Cranston,46000028909,Chicken Breast Mustard Glaze,2019-10-25
1451,35,Cranston,46000055854,Lemon Wedges,2019-12-10
1452,35,Cranston,46000055794,Organic Corn,2019-12-02
1453,35,Cranston,46000055881,Organic Red Onions,2019-12-14
1454,35,Cranston,46000011087,Zucchini Noodle,2019-12-12
1455,34,Cranston,46000014318,Balsamic Mushrooms,2019-11-19
1456,34,Cranston,46000055736,Mixed Sliced Peppers,2019-12-07
1457,34,Cranston,46000028911,"Potatoes, Roasted with Dill & Mustard Ale PGI HB CE",2019-12-15
1458,34,Cranston,46000060242,Salmon Salad,2019-12-02
1459,34,Cranston,46000010080,Seafood Salad,2019-12-05
1460,34,Cranston,46000063710,Sweet Chili Wings,2019-12-02
1461,33,Cranston,27074300000,Broccoli Crunch,2019-11-18
1462,33,Cranston,26740400000,Broccoli with Chilis,2019-12-10
1463,33,Cranston,26278000000,Buffalo Tofu,2019-12-11
1464,33,Cranston,48000009810,CROUTONS GARLIC BUTTER,2019-11-05
1465,33,Cranston,46000006965,Chickpea Salad,2019-11-01
1466,33,Cranston,46000060601,Corn Arugula Salad,2019-12-15
1467,33,Cranston,46000064478,Grilled Bok Choy,2019-12-06
1468,33,Cranston,46000055863,Iceburg Wedges,2019-12-13
1469,33,Cranston,46000055863,Iceburg Wedges,2019-12-03
1470,33,Cranston,46000050193,QUICHE BROCCOLI CHEDDAR 24OZ HB,2019-12-15
1471,33,Cranston,46000063949,Sonoma Chicken Salad,2019-12-13
1472,32,Cranston,46000012696,Berry mix,2019-12-13
1473,32,Cranston,27720900000,Bucks Tuna Salad,2019-11-18
1474,31,Cranston,46000055751,CV Broccoli,2019-12-07
1475,31,Cranston,46000028908,Cider Glazed Carrots,2019-12-12
1476,31,Cranston,46000028908,Cider Glazed Carrots,2019-10-28
1477,31,Cranston,46000007334,Grilled Peppers,2019-12-10
1478,31,Cranston,46000055911,White Quinoa,2019-12-15
1479,31,Cranston,46000055911,White Quinoa,2019-12-10
1480,30,Cranston,46000055742,Black Beans,
1481,30,Cranston,46000060727,CV Celery,2019-11-12
1482,30,Cranston,26104100000,Fuji Tuna Salad,2019-12-12
1483,30,Cranston,46000021381,Grilled Naan,2019-12-14
1484,30,Cranston,46000029305,"Meatloaf, Creamy Smoked Mushroom HB NA",2019-12-04
1485,30,Cranston,46000029305,"Meatloaf, Creamy Smoked Mushroom HB NA",2019-12-04
1486,30,Cranston,46000063809,OATMEAL STEEL CUT CINNAMON RAISIN HB,2019-12-14
1487,30,Cranston,46000029309,"Potatoes, Fingerling Fried Salt & Vinegar HB NA",2019-12-11
1488,30,Cranston,46000029309,"Potatoes, Fingerling Fried Salt & Vinegar HB NA",2019-12-06
1489,30,Cranston,46000059670,Sesame Noodle,2019-12-10
1490,30,Cranston,46000055938,Strawberries,2019-12-03
1491,29,Cranston,46000060636,Feta Cheese,2019-12-02
1492,29,Cranston,48000018567,Gigande Beans Salad,2019-10-13
1493,29,Cranston,46000064603,Golden Sesame Tofu,2019-10-29
1494,29,Cranston,29952300000,Roasted Garlic,2019-10-30
1495,29,Cranston,46000064395,YOGURT VANILLA LOW FAT SB,2019-12-10
1496,28,Cranston,46000010550,3 Way Roasted Mushroom Seasonal,2019-12-15
1497,28,Cranston,46000055711,Artichokes,2019-12-14
1498,28,Cranston,46000011089,Beet Noodle,2019-12-14
1499,28,Cranston,46000058735,Dolmas,2019-10-14
1500,28,Cranston,46000059671,Hummus,2019-10-13
1501,28,Cranston,46000055808,Organic Edemame,2019-11-11
1502,28,Cranston,46000059425,Roasted Red Peppers,2019-11-27
1503,28,Cranston,46000029309,Salt & Vinegar Fingerlings,2019-12-11
1504,28,Cranston,46000029309,Salt & Vinegar Fingerlings,2019-12-06
1505,28,Cranston,46000055943,Sliced Tomatoes,2019-11-21
1506,27,Cranston,46000055880,Diced Red Onion,2019-12-07
1507,27,Cranston,46000064396,GRANOLA VANILLA ALMOND SB,2019-10-13
1508,27,Cranston,26887100000,Garlic Teriyaki Tofu,2019-11-16
1509,27,Cranston,46000055766,Organic Red Cabbage,2019-12-04
1510,27,Cranston,46000055899,Pepperoncini,2019-12-14
1511,27,Cranston,46000008385,Pita Bread,2019-12-14
1512,27,Cranston,46000008385,Pita Bread,2019-12-11
1513,27,Cranston,27690800000,Sweet Chili tofu,2019-11-11
1514,26,Cranston,46000030037,Green Beans & Shallots,2019-12-15
1515,26,Cranston,46000030037,Green Beans & Shallots,2019-12-14
1516,26,Cranston,46000030037,Green Beans & Shallots,2019-12-14
1517,25,Cranston,46000018687,"Burger, Beef with Mushrooms & Onions HB NA",2019-12-01
1518,25,Cranston,46000055878,CV Green Onions,2019-10-13
1519,25,Cranston,46000064785,Falafel,2019-10-13
1520,25,Cranston,46000064170,Grilled Balsamic Chicken,2019-10-13
1521,25,Cranston,46000055877,Olives,2019-10-15
1522,25,Cranston,46000055893,Organic Peas,2019-11-21
1523,25,Cranston,27470100000,Roast Beef,2019-11-19
1524,25,Cranston,46000026516,Summer Squash Panzanella,2019-12-02
1525,25,Cranston,46000063681,TOMATO GRAPE SB OG,2019-11-30
1526,25,Cranston,46000059666,Tzatziki,2019-10-13
1527,24,Cranston,46000055827,Grapes,2019-10-22
1528,24,Cranston,46000020407,Msaple roasted sweet potato,2019-12-15
1529,24,Cranston,46000020407,Msaple roasted sweet potato,2019-12-14
1530,24,Cranston,46000030026,Roasted Salt & Pepper Turkey Breast & Gravy (breast not globally spec’d),2019-12-07
1531,24,Cranston,46000030026,Roasted Salt & Pepper Turkey Breast & Gravy (breast not globally spec’d),2019-12-07
1532,24,Cranston,46000003328,Spinach Feta Orzo Salad,2019-12-06
1533,22,Cranston,46000007335,Grilled Red Onion,2019-11-15
1534,21,Cranston,28887900000,Curry Chicken Salad,2019-11-20
1535,21,Cranston,46000028910,"Greens, Apple Cider PGI HB CE",2019-12-15
1536,21,Cranston,46000050195,QUICHE LORRAINE 24OZ HB,2019-12-12
1537,20,Cranston,46000029306,"Pierogi, Sauerkraut & Sweet Potato HB NA",2019-12-15
1538,20,Cranston,46000029306,"Pierogi, Sauerkraut & Sweet Potato HB NA",2019-12-14
1539,18,Cranston,46000060410,Cheese Lasagna,2019-10-31
1540,18,Cranston,46000010140,Chipotle Lime Tofu,2019-12-15
1541,18,Cranston,46000058489,Plain Wings,2019-11-26
1542,17,Cranston,46000063825,EGGS POACHED HB,2019-11-15
1543,17,Cranston,46000030037,Green Beans & Shallots (hot bar set only- not part of meal),2019-12-15
1544,17,Cranston,46000030037,Green Beans & Shallots (hot bar set only- not part of meal),2019-12-14
1545,17,Cranston,46000030037,Green Beans & Shallots (hot bar set only- not part of meal),2019-12-14
1546,17,Cranston,46000013629,Queso Sauce,2019-12-15
1547,16,Cranston,46000021385,Avocado Mash,2019-12-14
1548,16,Cranston,46000064385,Brown Rice,2019-12-15
1549,16,Cranston,46000064385,Brown Rice,2019-12-15
1550,16,Cranston,46000030044,Mushroom Etouffee,2019-12-01
1551,16,Cranston,46000024415,"Passover, Rosemary Roasted Potatoes with Lemon HB CE",2019-12-10
1552,16,Cranston,46000030025,Vegan Cornbread Dressing,2019-11-27
1553,15,Cranston,46000056666,Beef Barbacoa,2019-12-15
1554,15,Cranston,46000011487,"Pierogi, Fried With Melted Onions HB NA",2019-11-24
1555,15,Cranston,46000023454,Pork Al Pastor,2019-12-14
1556,15,Cranston,46000021383,Pumpkin Seed Pesto,2019-12-14
1557,14,Cranston,46000020429,Chicken White Bean,2019-11-30
1558,13,Cranston,46000028909,"Chicken Breast, Mustard Ale Glazed PGI HB CE",2019-11-22
1559,13,Cranston,46000028909,"Chicken Breast, Mustard Ale Glazed PGI HB CE",2019-10-25
1560,13,Cranston,46000023453,Cilantro Lime Cauliflower Rice,2019-12-15
1561,12,Cranston,46000015079,Chicken Ceasar Pasta Salad,2019-10-22
1562,11,Cranston,46000030014,Black Eyed Pea Fritters Chef LMT HB CE,2019-11-05
1563,11,Cranston,46000008385,Grilled Pita,2019-12-14
1564,11,Cranston,46000008385,Grilled Pita,2019-12-11
1565,11,Cranston,26139600000,Heirloom Tomato Kale Orzo Salad,2019-12-15
1566,11,Cranston,26139600000,Heirloom Tomato Kale Orzo Salad,2019-10-13
1567,11,Cranston,46000060268,Steamed Carrots,2019-11-07
1568,11,Cranston,46000064980,Tomato olive chicken,2019-12-15
1569,11,Cranston,46000064980,Tomato olive chicken,2019-12-14
1570,10,Cranston,46000023452,Cumin Sweet Potatoes,2019-12-15
1571,10,Cranston,46000021384,Mashed Garbanso,2019-11-23
1572,10,Cranston,46000015892,ONION RED GRILLED SB,2019-11-30
1573,9,Cranston,46000022022,Creamed Spinach & Kale,2019-12-03
1574,9,Cranston,46000022022,Creamed Spinach & Kale,2019-12-02
1575,9,Cranston,46000022022,Creamed Spinach & Kale Kettle CV HB CE,2019-12-03
1576,9,Cranston,46000022022,Creamed Spinach & Kale Kettle CV HB CE,2019-12-02
1577,8,Cranston,46000004688,Garlic Lime Chicken,2019-12-09
1578,8,Cranston,46000062848,Roasted Tomatoes,2019-12-14
1579,7,Cranston,46000055832,Chopped Egg,2019-12-14
1580,7,Cranston,46000055832,Chopped Egg,2019-12-10
1581,7,Cranston,46000023455,Citrus Fajita Veggies,2019-12-14
1582,7,Cranston,46000024761,Guacamole,
1583,7,Cranston,46000030026,Roasted Salt & Pepper Turkey Breast & Gravy,2019-12-07
1584,7,Cranston,46000030026,Roasted Salt & Pepper Turkey Breast & Gravy,2019-12-07
1585,7,Cranston,46000020411,Roasted cauliflower with chili and garlic,2019-12-08
1586,7,Cranston,46000020411,Roasted cauliflower with chili and garlic,2019-11-21
1587,6,Cranston,46000008652,Black Olives,2019-12-05
1588,6,Cranston,46000019788,Pickled Beets,2019-12-14
1589,5,Cranston,46000055932,Baby Spinach,2019-12-14
1590,5,Cranston,46000060630,Cheddar Cheese,2019-12-05
1591,5,Cranston,46000060421,Creamy Mashed Potatoes,2019-12-04
1592,5,Cranston,48000037963,Pico De Gallo,2019-12-08
1593,5,Cranston,48000037963,Pico De Gallo,2019-12-05
1594,5,Cranston,46000064885,vegan sesame nuggets,2019-11-18
1595,5,Cranston,46000064885,vegan sesame nuggets,2019-11-18
1596,4,Cranston,82512000610,Corn Chips,2019-12-05
1597,4,Cranston,46000029308,"Pot Pie, Turkey Mushroom Bacon HB NA",2019-12-06
1598,4,Cranston,46000062681,Sausage Peppers and Onions,2019-11-26
1599,4,Cranston,46000055930,Sour Cream,2019-12-05
1600,3,Cranston,46000006049,Bacon Ranch Potato Salad,2019-12-10
1601,3,Cranston,46000029300,"Cauliflower, Wedges with Butternut Orange Sauce HB NA",2019-11-14
1602,3,Cranston,46000029300,"Cauliflower, Wedges with Butternut Orange Sauce HB NA",2019-10-24
1603,3,Cranston,82512000812,Flour Chips,2019-12-05
1604,3,Cranston,48000037963,Pico de Gallo,2019-12-08
1605,3,Cranston,48000037963,Pico de Gallo,2019-12-05
1606,3,Cranston,46000059701,"Pollock, Olive Tomato & Parsley HSH NA",2019-12-15
1607,3,Cranston,46000029307,"Pot Pie, Chicken Mushroom Bacon HB NA",2019-11-26
1608,3,Cranston,26489600000,SANDWICH BREAKFAST EGG CHEESE ENGLISH MUFFIN HC,2019-11-04
1609,3,Cranston,46000007609,"Salad, Kale & Brussels Sprouts SB NA",2019-12-15
1610,2,Cranston,24243900000,BURRITO BREAKFAST EGG,2019-10-24
1611,2,Cranston,46000021382,Grilled Sourdough,2019-12-04
1612,2,Cranston,46000055858,Iceberg Lettuce - Shredded,2019-12-03
1613,2,Cranston,46000060419,Pasta with Marinara,2019-10-16
1614,2,Cranston,26490600000,SANDWICH BREAKFAST HAM EGG CHEESE HB,2019-12-08
1615,1,Cranston,46000028908,"Carrots, Apple Cider Glazed PGI HB CE",2019-12-12
1616,1,Cranston,46000028908,"Carrots, Apple Cider Glazed PGI HB CE",2019-10-28
1617,1,Cranston,46000055786,Cilantro,2019-12-03
1618,1,Cranston,46000055838,Fresh Jalapenos,2019-11-04
1619,1,Cranston,46000021987,"Salad, Cranberry Orange Kale SB NA",2019-12-15
1620,0,Cranston,46000056503,Black Beans,
1621,0,Cranston,24243800000,BURRITO BREAKFAST BACON HC,
1622,0,Cranston,46000006607,Black Beans,
1623,0,Cranston,46000004678,Pinto Beans,
1624,0,Cranston,46000014491,Chorizo aka burrito bacon,
1625,0,Cranston,27819700000,Guacamole,
1626,0,Cranston,46000023456,Corn Salsa,
1627,0,Cranston,9948244790,365 Tomatillo Salsa,
1628,0,Cranston,9948242649,365 Roasted Chipotle Salsa,
1629,0,Cranston,27388900000,Pickled Onions,
1630,0,Cranston,46000055865,Lime Wedges,
1631,0,Cranston,46000006964,"Salad, Chicken Balsamic with Vegetables NA",
1632,0,Cranston,46000011879,"Salad, Quinoa with Celeriac & Apples SB NA",
1633,0,Cranston,46000063905,"Salad, Broccoli Crunch RFG CE",
1634,0,Cranston,46000063687,Purple Cauliflower,
1635,0,Cranston,46000055829,Blanched Green Beans,
1636,0,Cranston,46000018408,"Cauliflower, Kounoupidi with Pistachios & Mint HB NA",
1637,0,Cranston,46000026993,"Green Beans, Tomato Garlic HB NA",
1638,0,Cranston,46000018440,"Rice, Spanakorizo HB NA",
1639,0,Cranston,46000025412,"Beef, Feta Olive HB NA",
1640,0,Cranston,46000018407,"Potatoes, Patates Psites HB NA",
1641,0,Cranston,46000030013,traditional latkes,
1642,0,Cranston,46000030039,"Green Beans, Mushrooms & Tehina 1.5lb eStore CE",
1643,0,Cranston,46000030036,"Eggplant, Twice Cooked 2lb eStore CE",
1644,0,Cranston,46000030015,Leek & Potato Cakes 2lb Chef LMT eStore CE,
1645,0,Cranston,46000030029,"Chicken, Schnitzel with Apple Amba 4lb eStore CE",
1646,0,Cranston,9948248927,ALPHABET SOUP,
1647,0,Cranston,9948248921,SOUP VEGAN PUMPKIN,
1648,0,Cranston,9948248923,JERK CHICKEN,
1649,0,Cranston,9948248931,QUINOA CHILI,
1650,0,Cranston,9948248935,SOUP CREAMY MUSHROOM,
1651,0,Cranston,66797875742,SOUP ITALIAN WEDDING,
1652,0,Cranston,9948248557,SOUP AROMATIC BUTTERNUT,
1653,0,Cranston,46000055823,gigande beans in vinaigrette,
1654,0,Cranston,46000055812,farro,
1655,0,Cranston,46000021749,Ruby Red Grapefruit Rounds,
1656,0,Cranston,46000029640,Opal Apple,
1657,0,Cranston,46000062563,Pomegranate Seeds,
