,Date_Produced,Log_ID,Item_Name,Item_Type,PLU,Meal,Action_Taken,Action_Reason,Quantity,Pan_ID,Pan_Weight,Unit,Station,Employee_Name,image,Location_ID,Location,Served,Saved,Sold,Shrink,logtime,locationId,imageId,imageKey
0,2019-09-30,43105,TOMATOES ROASTED HB,Menu Item,46000062848,Breakfast,Served,Start,3.63763,162,0.83,Lbs,HB,,,54,West hartford,2.80763,0.0,2.80763,0.0,2019-10-01 05:46:24,54.0, 49990900-e430-11e9-90c3-45c3f76c0e47, 54/49990900e43011e990c345c3f76c0e47
1,2019-09-30,43107,Breakfast Potatoes,Menu Item,46000058382,Breakfast,Served,Start,11.1554,164,2.11,Lbs,HB,,,54,West hartford,9.0454,0.0,9.0454,0.0,2019-10-01 05:52:23,54.0, 1f5782b0-e431-11e9-8246-012e5e367d18, 54/1f5782b0e43111e98246012e5e367d18
2,2019-09-30,43113,Scrambled Eggs,Menu Item,46000064940,Breakfast,Served,Start,3.96832,162,0.83,Lbs,HB,,,54,West hartford,3.1383199999999998,0.0,3.1383199999999998,0.0,2019-10-01 06:04:48,54.0, db98c230-e432-11e9-8246-012e5e367d18, 54/db98c230e43211e98246012e5e367d18
3,2019-09-30,43125,Cantalope,Menu Item,46000055768,Breakfast,Served,Start,6.28317,160,1.61,Lbs,SB,,,54,West hartford,4.67317,0.0,4.67317,0.0,2019-10-01 06:25:07,54.0, b0c87e80-e435-11e9-90c3-45c3f76c0e47, 54/b0c87e80e43511e990c345c3f76c0e47
4,2019-09-30,43126,Edamame,Menu Item,46000055807,Breakfast,Served,Start,4.71789,160,1.61,Lbs,SB,,,54,West hartford,3.1078899999999994,0.0,3.1078899999999994,0.0,2019-10-01 06:25:53,,,
5,2019-09-30,43127,Kidney Beans,Menu Item,46000055848,Breakfast,Served,Start,5.51156,160,1.61,Lbs,SB,,,54,West hartford,3.90156,0.0,3.90156,0.0,2019-10-01 06:26:33,54.0, e5e80ae0-e435-11e9-90c3-45c3f76c0e47, 54/e5e80ae0e43511e990c345c3f76c0e47
6,2019-09-30,43128,Black Beans,Menu Item,46000006607,Breakfast,Served,Start,4.9604,160,1.61,Lbs,SB,,,54,West hartford,3.3503999999999996,0.0,3.3503999999999996,0.0,2019-10-01 06:26:53,54.0, f1cacc30-e435-11e9-90c3-45c3f76c0e47, 54/f1cacc30e43511e990c345c3f76c0e47
7,2019-09-30,43129,Grilled Chicken,Menu Item,28452000000,Breakfast,Served,Start,5.00449,160,1.61,Lbs,SB,,,54,West hartford,3.3944899999999993,0.0,3.3944899999999993,0.0,2019-10-01 06:27:21,54.0, fd2598d0-e435-11e9-90c3-45c3f76c0e47, 54/fd2598d0e43511e990c345c3f76c0e47
8,2019-09-30,43130,Steamed Broccoli,Menu Item,46000064891,Breakfast,Served,Start,3.88014,160,1.61,Lbs,HB,,,54,West hartford,2.2701399999999996,0.0,2.2701399999999996,0.0,2019-10-01 06:27:46,54.0, 0f85baa0-e436-11e9-8246-012e5e367d18, 54/0f85baa0e43611e98246012e5e367d18
9,2019-09-30,43131,Grape Tomatoes,Menu Item,46000055943,Breakfast,Served,Start,4.82812,160,1.61,Lbs,SB,,,54,West hartford,3.21812,0.0,3.21812,0.0,2019-10-01 06:28:11,54.0, 1e5c6790-e436-11e9-90c3-45c3f76c0e47, 54/1e5c6790e43611e990c345c3f76c0e47
10,2019-09-30,43132,Paleo Roasted Red Bell Peppers,Menu Item,46000028993,Breakfast,Served,Start,4.43129,160,1.61,Lbs,SB,,,54,West hartford,2.8212899999999994,0.0,2.8212899999999994,0.0,2019-10-01 06:29:02,54.0, 3dba7eb0-e436-11e9-90c3-45c3f76c0e47, 54/3dba7eb0e43611e990c345c3f76c0e47
11,2019-09-30,43133,Paleo Roasted Squash Zucchini,Menu Item,46000028996,Breakfast,Served,Start,6.52568,160,1.61,Lbs,SB,,,54,West hartford,4.91568,0.0,4.91568,0.0,2019-10-01 06:29:25,54.0, 4ae1cdf0-e436-11e9-8246-012e5e367d18, 54/4ae1cdf0e43611e98246012e5e367d18
12,2019-09-30,43134,Peas,Menu Item,46000055892,Breakfast,Served,Start,5.88634,160,1.61,Lbs,SB,,,54,West hartford,4.276339999999999,0.0,4.276339999999999,0.0,2019-10-01 06:30:27,54.0, 72ffbb80-e436-11e9-8246-012e5e367d18, 54/72ffbb80e43611e98246012e5e367d18
13,2019-09-30,43135,QUINOA WHITE CV SB,Menu Item,46000055914,Breakfast,Served,Start,5.07063,160,1.61,Lbs,SB,,,54,West hartford,3.46063,0.0,3.46063,0.0,2019-10-01 06:30:47,54.0, 7d162140-e436-11e9-90c3-45c3f76c0e47, 54/7d162140e43611e990c345c3f76c0e47
14,2019-09-30,43136,Red Quinoa,Menu Item,46000055911,Breakfast,Served,Start,3.57149,160,1.61,Lbs,SB,,,54,West hartford,1.9614899999999997,0.0,1.9614899999999997,0.0,2019-10-01 06:31:18,54.0, 8c332600-e436-11e9-8246-012e5e367d18, 54/8c332600e43611e98246012e5e367d18
15,2019-09-30,43137,Corn,Menu Item,46000055793,Breakfast,Served,Start,4.85017,160,1.61,Lbs,SB,,,54,West hartford,3.24017,0.0,3.24017,0.0,2019-10-01 06:31:38,54.0, 9c500e90-e436-11e9-8246-012e5e367d18, 54/9c500e90e43611e98246012e5e367d18
16,2019-09-30,43138,Farro,Menu Item,46000055812,Breakfast,Served,Start,4.89426,160,1.61,Lbs,SB,,,54,West hartford,3.2842599999999997,0.0,3.2842599999999997,0.0,2019-10-01 06:31:57,54.0, a88b2910-e436-11e9-90c3-45c3f76c0e47, 54/a88b2910e43611e990c345c3f76c0e47
17,2019-09-30,43139,CELERY SLICED SB,Menu Item,46000060727,Breakfast,Served,Start,4.76198,160,1.61,Lbs,SB,,,54,West hartford,3.15198,0.0,3.15198,0.0,2019-10-01 06:32:15,54.0, b2fddfa0-e436-11e9-8246-012e5e367d18, 54/b2fddfa0e43611e98246012e5e367d18
18,2019-09-30,43140,CABBAGE GRN CRRT SHRD 4/5LB OG,Menu Item,48000006773,Breakfast,Served,Start,4.6738,161,2.12,Lbs,SB,,,54,West hartford,2.5538,0.0,2.5538,0.0,2019-10-01 06:33:06,54.0, cd898720-e436-11e9-90c3-45c3f76c0e47, 54/cd898720e43611e990c345c3f76c0e47
19,2019-09-30,43141,BEETS SHREDDED OG SB,Menu Item,46000055733,Breakfast,Served,Start,4.45334,161,2.12,Lbs,SB,,,54,West hartford,2.3333399999999997,0.0,2.3333399999999997,0.0,2019-10-01 06:33:59,54.0, f09479a0-e436-11e9-90c3-45c3f76c0e47, 54/f09479a0e43611e990c345c3f76c0e47
20,2019-09-30,43142,Hard Boiled Eggs,Menu Item,46000055832,Breakfast,Served,Start,11.1554,161,2.12,Lbs,SB,,,54,West hartford,9.0354,0.0,9.0354,0.0,2019-10-01 06:34:25,54.0, 011db890-e437-11e9-90c3-45c3f76c0e47, 54/011db890e43711e990c345c3f76c0e47
