Location,Item_Name,Freq_Count
Cranston,Broccoli with Chilis,9
Cranston,CV Celery,9
Cranston,CV Green Onions,9
Cranston,Falafel,9
Cranston,Grilled Balsamic Chicken,9
Cranston,Grilled Fennel,9
Cranston,Grilled Red Onion,9
Cranston,Hatch Turkey Chili Salad,9
Cranston,"Passover, Rosemary Roasted Potatoes with Lemon HB CE",9
Cranston,Red & White Quinoa,9
Cranston,Roasted Red Peppers,9
Cranston,Seafood Salad,9
Cranston,Sliced Tomatoes,9
Cranston,Strawberries,9
Cranston,Beet Noodle,8
Cranston,Berry mix,8
Cranston,Cantelope,8
Cranston,Diced Red Onion,8
Cranston,EGGS POACHED HB,8
Cranston,Grapes,8
Cranston,Msaple roasted sweet potato,8
Cranston,Plain Wings,8
Cranston,Roasted Salt & Pepper Turkey Breast & Gravy (breast not globally spec’d),8
Cranston,Sante Fe Turkey Tips,8
Cranston,BBQ Peach Collard Kale Salad,7
Cranston,"Chicken Breast, Mustard Ale Glazed PGI HB CE",7
Cranston,Green Beans & Shallots (hot bar set only- not part of meal),7
Cranston,Grilled Eggplant,7
Cranston,Honeydew,7
Cranston,Mushroom Etouffee,7
Cranston,"Pierogi, Fried With Melted Onions HB NA",7
Cranston,Pierogies with onions,7
Cranston,Salmon Salad,7
Cranston,Steamed Carrots,7
Cranston,Black Eyed Pea Fritters Chef LMT HB CE,6
Cranston,Cheese Lasagna,6
Cranston,Lemon Wedges,6
Cranston,Spinach Feta Orzo Salad,6
Cranston,Zucchini Noodle,6
Cranston,Chicken Ceasar Pasta Salad,5
Cranston,Creamed Spinach & Kale,5
Cranston,"Potatoes, Roasted with Dill & Mustard Ale PGI HB CE",5
Cranston,Vegan Cornbread Dressing,5
Cranston,Avocado Mash,4
Cranston,Creamed Spinach & Kale Kettle CV HB CE,4
Cranston,"Greens, Apple Cider PGI HB CE",4
Cranston,Mashed Garbanso,4
Cranston,Roasted cauliflower with chili and garlic,4
Cranston,Tomato olive chicken,4
Cranston,OATMEAL STEEL CUT CINNAMON RAISIN HB,3
Cranston,OATMEAL STEEL CUT COCONUT MILK HB,3
Cranston,"Pierogi, Sauerkraut & Sweet Potato HB NA",3
Cranston,Roasted Salt & Pepper Turkey Breast & Gravy,3
Cranston,vegan sesame nuggets,3
Cranston,"Cauliflower, Wedges with Butternut Orange Sauce HB NA",2
Cranston,Cheddar Cheese,2
Cranston,Chicken White Bean,2
Cranston,Guacamole,2
Cranston,Organic Red Cabbage,2
Cranston,"Pot Pie, Turkey Mushroom Bacon HB NA",2
Cranston,White Quinoa,2
Cranston,BURRITO BREAKFAST EGG,1
Cranston,Baby Spinach,1
Cranston,Black Olives,1
Cranston,"Carrots, Apple Cider Glazed PGI HB CE",1
Cranston,Chopped Egg,1
Cranston,Corn Chips,1
Cranston,Creamy Mashed Potatoes,1
Cranston,Flour Chips,1
Cranston,ONION RED GRILLED SB,1
Cranston,Pasta with Marinara,1
Cranston,Pickled Beets,1
Cranston,Pico De Gallo,1
Cranston,Pita Bread,1
Cranston,"Pot Pie, Chicken Mushroom Bacon HB NA",1
Cranston,Pumpkin Seed Pesto,1
Cranston,SANDWICH BREAKFAST EGG CHEESE ENGLISH MUFFIN HC,1
Cranston,Sausage Peppers and Onions,1
Cranston,Sour Cream,1
