,Pan_ID,PLU,0
1010,166.0,00449791900,3
1011,166.0,22593200000,1
1012,166.0,27489000000,2
1013,166.0,28452000000,1
1014,166.0,46000003326,1
1015,166.0,46000005678,14
1016,166.0,46000006607,5
1017,166.0,46000006973,1
1018,166.0,46000007289,3
1019,166.0,46000007582,7
1020,166.0,46000008060,12
1021,166.0,46000008373,3
1022,166.0,46000010140,13
1023,166.0,46000010510,1
1024,166.0,46000010550,1
1025,166.0,46000012679,3
1026,166.0,46000017196,3
1027,166.0,46000018073,4
1028,166.0,46000018075,3
1029,166.0,46000018118,4
1030,166.0,46000019137,3
1031,166.0,46000019851,8
1032,166.0,46000020370,9
1033,166.0,46000020768,4
1034,166.0,46000022022,3
1035,166.0,46000022419,1
1036,166.0,46000024571,3
1037,166.0,46000024761,1
1038,166.0,46000025411,3
1039,166.0,46000026991,1
1040,166.0,46000028877,11
1041,166.0,46000028908,19
1042,166.0,46000028911,6
1043,166.0,46000028992,2
1044,166.0,46000028993,3
1045,166.0,46000028994,1
1046,166.0,46000028995,1
1047,166.0,46000029060,15
1048,166.0,46000029299,1
1049,166.0,46000029305,2
1050,166.0,46000029306,4
1051,166.0,46000029309,9
1052,166.0,46000029504,2
1053,166.0,46000055714,1
1054,166.0,46000055736,1
1055,166.0,46000055793,3
1056,166.0,46000055807,1
1057,166.0,46000055812,1
1058,166.0,46000055820,1
1059,166.0,46000055842,1
1060,166.0,46000055848,1
1061,166.0,46000055863,3
1062,166.0,46000055892,1
1063,166.0,46000055911,2
1064,166.0,46000055923,1
